order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2661768,182001,prior,1,1,7,
1165099,182001,prior,2,0,14,13.0
2507069,182001,prior,3,0,13,14.0
1550300,182001,prior,4,4,19,4.0
510276,182001,train,5,5,6,30.0
375428,182002,prior,1,2,14,
2349701,182002,prior,2,2,13,21.0
340953,182002,prior,3,4,15,2.0
741433,182002,prior,4,4,22,0.0
3145213,182002,prior,5,1,22,4.0
2344544,182002,prior,6,4,19,10.0
2492791,182002,prior,7,2,15,19.0
1368790,182002,prior,8,5,17,3.0
762899,182002,prior,9,2,17,30.0
2935868,182002,prior,10,1,8,20.0
889120,182002,prior,11,3,13,16.0
1207390,182002,prior,12,1,9,5.0
2997397,182002,prior,13,0,9,6.0
719277,182002,prior,14,3,19,3.0
678406,182002,prior,15,4,17,1.0
2091378,182002,prior,16,2,15,12.0
1316439,182002,prior,17,1,8,6.0
2993768,182002,prior,18,4,13,10.0
89308,182002,prior,19,0,10,3.0
1989229,182002,prior,20,5,8,5.0
1490502,182002,prior,21,1,8,3.0
1278160,182002,prior,22,4,7,3.0
3215561,182002,prior,23,0,11,3.0
1112343,182002,prior,24,1,12,1.0
3194668,182002,prior,25,3,16,2.0
2960106,182002,prior,26,6,23,3.0
2158094,182002,prior,27,3,13,4.0
1557151,182002,prior,28,1,12,5.0
149323,182002,prior,29,5,7,4.0
956196,182002,prior,30,1,8,3.0
2364321,182002,prior,31,6,20,5.0
2736418,182002,prior,32,2,15,3.0
2727271,182002,prior,33,5,7,3.0
1865229,182002,prior,34,3,15,19.0
3146236,182002,test,35,0,17,4.0
2781894,182003,prior,1,6,16,
1508489,182003,prior,2,0,11,15.0
2631510,182003,prior,3,1,16,15.0
2846592,182003,prior,4,6,16,30.0
219394,182003,prior,5,3,21,30.0
594309,182003,train,6,5,7,16.0
826113,182004,prior,1,0,23,
740567,182004,prior,2,6,14,20.0
14759,182004,prior,3,6,23,0.0
675293,182004,prior,4,2,11,17.0
2315431,182004,prior,5,0,14,26.0
1147485,182004,prior,6,5,23,19.0
2278686,182004,prior,7,5,10,30.0
3307478,182004,prior,8,5,15,28.0
1703639,182004,prior,9,4,12,13.0
1188625,182004,prior,10,3,4,20.0
995401,182004,prior,11,5,19,9.0
2840748,182004,train,12,5,22,28.0
3335529,182005,prior,1,1,12,
2801056,182005,prior,2,3,15,9.0
253266,182005,prior,3,2,15,6.0
2643966,182005,prior,4,2,15,7.0
229885,182005,prior,5,2,15,7.0
330869,182005,prior,6,2,15,7.0
3217709,182005,prior,7,2,13,14.0
2734047,182005,prior,8,4,14,9.0
2080988,182005,prior,9,1,15,11.0
443457,182005,prior,10,0,9,6.0
1712805,182005,prior,11,1,13,8.0
1258722,182005,prior,12,2,13,8.0
349840,182005,prior,13,1,16,13.0
2798114,182005,prior,14,6,11,5.0
2170664,182005,prior,15,2,15,10.0
608100,182005,prior,16,0,15,19.0
1381894,182005,prior,17,3,13,3.0
2651039,182005,prior,18,0,13,4.0
404337,182005,prior,19,4,12,4.0
168546,182005,prior,20,1,14,4.0
3298405,182005,prior,21,1,14,7.0
754789,182005,prior,22,1,16,7.0
2337600,182005,prior,23,1,17,7.0
1804729,182005,prior,24,2,14,8.0
1458432,182005,prior,25,5,16,3.0
390969,182005,prior,26,3,15,5.0
297251,182005,prior,27,1,17,5.0
1171748,182005,prior,28,1,14,14.0
2879931,182005,prior,29,1,14,14.0
1709601,182005,prior,30,1,15,7.0
1538841,182005,prior,31,4,15,17.0
338015,182005,prior,32,4,15,7.0
944050,182005,prior,33,2,15,5.0
2301122,182005,prior,34,2,15,7.0
1944255,182005,prior,35,2,15,7.0
1552736,182005,prior,36,1,14,13.0
1606605,182005,prior,37,2,13,8.0
778193,182005,prior,38,4,16,9.0
233253,182005,prior,39,1,15,11.0
