order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1711404,50001,prior,1,5,13,
2907423,50001,prior,2,1,12,17.0
1823766,50001,prior,3,5,10,4.0
2954300,50001,prior,4,4,10,6.0
1561129,50001,prior,5,4,9,14.0
2745656,50001,prior,6,1,6,4.0
2616037,50001,prior,7,1,6,0.0
1018377,50001,prior,8,4,8,10.0
336243,50001,prior,9,4,9,7.0
2285497,50001,prior,10,5,8,8.0
2325740,50001,train,11,2,15,4.0
952192,50002,prior,1,3,11,
996090,50002,prior,2,2,16,20.0
2264846,50002,prior,3,3,13,22.0
3217295,50002,prior,4,1,1,12.0
3146306,50002,prior,5,0,4,6.0
1503999,50002,prior,6,2,14,2.0
2030550,50002,prior,7,3,0,22.0
745787,50002,prior,8,1,16,12.0
1678984,50002,prior,9,5,15,11.0
319155,50002,prior,10,5,17,7.0
2245251,50002,prior,11,5,16,7.0
2121845,50002,prior,12,2,16,4.0
1887196,50002,prior,13,5,16,3.0
2514943,50002,prior,14,0,13,2.0
3258663,50002,prior,15,3,18,3.0
1595569,50002,prior,16,0,13,4.0
2548385,50002,prior,17,1,19,8.0
179772,50002,prior,18,1,21,7.0
2815426,50002,prior,19,3,16,9.0
319157,50002,prior,20,0,15,11.0
3313837,50002,prior,21,0,19,7.0
1515244,50002,prior,22,3,18,17.0
2749156,50002,prior,23,5,14,23.0
1154935,50002,prior,24,3,0,12.0
2217953,50002,prior,25,0,18,18.0
902126,50002,prior,26,5,15,12.0
2281199,50002,prior,27,5,17,14.0
2623796,50002,prior,28,0,5,9.0
994539,50002,prior,29,5,18,5.0
181255,50002,prior,30,4,18,6.0
808343,50002,train,31,4,16,21.0
1071557,50003,prior,1,0,18,
1638484,50003,prior,2,4,19,30.0
179704,50003,prior,3,4,20,14.0
3028638,50003,prior,4,5,18,30.0
2342941,50003,train,5,0,13,30.0
1780400,50004,prior,1,4,13,
1024372,50004,prior,2,1,15,30.0
2748042,50004,prior,3,5,14,30.0
2391491,50004,train,4,1,14,17.0
9273,50005,prior,1,1,15,
359192,50005,prior,2,2,19,8.0
2514734,50005,prior,3,1,12,13.0
685406,50005,prior,4,1,12,7.0
772479,50005,prior,5,0,10,6.0
155397,50005,prior,6,0,11,0.0
3327295,50005,prior,7,6,18,27.0
2366220,50005,prior,8,6,15,7.0
237269,50005,prior,9,6,17,7.0
1770347,50005,prior,10,6,17,7.0
490095,50005,prior,11,0,12,8.0
2395374,50005,prior,12,0,10,7.0
3064141,50005,prior,13,0,12,7.0
1839292,50005,prior,14,6,22,6.0
2828693,50005,prior,15,5,20,6.0
2381495,50005,prior,16,5,21,7.0
3071633,50005,prior,17,6,15,8.0
1611309,50005,prior,18,0,21,8.0
2309303,50005,prior,19,6,20,6.0
1973283,50005,prior,20,0,13,8.0
317764,50005,prior,21,5,22,5.0
2720600,50005,prior,22,5,18,7.0
2960173,50005,train,23,5,15,7.0
1820384,50006,prior,1,2,9,
2430223,50006,prior,2,3,10,29.0
1375552,50006,prior,3,4,12,29.0
2296300,50006,prior,4,2,9,30.0
123842,50006,prior,5,4,9,30.0
2825995,50006,prior,6,1,19,30.0
355727,50006,prior,7,3,9,23.0
2358673,50006,prior,8,5,18,30.0
1042933,50006,prior,9,4,9,30.0
793121,50006,train,10,2,14,30.0
1322845,50007,prior,1,6,12,
1949824,50007,prior,2,0,17,8.0
1489199,50007,prior,3,1,12,8.0
1204166,50007,prior,4,5,15,4.0
2160407,50007,prior,5,4,13,13.0
2632712,50007,prior,6,0,15,3.0
207251,50007,prior,7,5,7,5.0
2190595,50007,prior,8,1,17,3.0
2523115,50007,prior,9,3,9,9.0
717862,50007,prior,10,2,9,13.0
2485259,50007,prior,11,2,8,30.0
302717,50007,prior,12,4,12,9.0
424698,50007,prior,13,5,9,22.0
3148229,50007,prior,14,6,9,1.0
2375259,50007,prior,15,5,11,6.0
1130872,50007,train,16,3,17,12.0
2648946,50008,prior,1,4,10,
1300075,50008,prior,2,3,14,13.0
3090387,50008,prior,3,3,10,7.0
39879,50008,prior,4,5,17,16.0
1417745,50008,prior,5,4,12,6.0
16269,50008,prior,6,3,11,6.0
1976021,50008,prior,7,4,13,8.0
1537760,50008,prior,8,4,11,7.0
2786994,50008,prior,9,3,8,20.0
2327280,50008,prior,10,5,14,30.0
3167474,50008,prior,11,2,10,30.0
1397568,50008,prior,12,3,14,22.0
315953,50008,prior,13,3,17,14.0
2417339,50008,test,14,3,20,21.0
1098661,50009,prior,1,1,14,
3127562,50009,prior,2,4,14,3.0
2516542,50009,prior,3,3,13,6.0
75481,50009,prior,4,1,10,5.0
2205286,50009,prior,5,1,14,7.0
629768,50009,prior,6,1,16,7.0
2629907,50009,prior,7,2,14,8.0
1786619,50009,prior,8,1,16,6.0
2411666,50009,prior,9,2,19,8.0
2519104,50009,prior,10,1,14,13.0
1625157,50009,prior,11,2,18,8.0
1442225,50009,prior,12,4,10,2.0
1446092,50009,prior,13,1,14,4.0
3081781,50009,prior,14,1,10,7.0
215239,50009,prior,15,2,14,8.0
795502,50009,prior,16,1,18,13.0
1289672,50009,prior,17,1,12,7.0
576000,50009,prior,18,2,11,8.0
2152932,50009,prior,19,1,12,6.0
1097444,50009,prior,20,2,14,8.0
3122248,50009,prior,21,4,16,9.0
450632,50009,prior,22,1,13,11.0
2532163,50009,prior,23,1,16,7.0
3004342,50009,prior,24,1,10,7.0
3098960,50009,prior,25,1,16,7.0
1456518,50009,prior,26,3,15,9.0
867295,50009,prior,27,1,15,5.0
1625434,50009,prior,28,1,12,7.0
1683724,50009,prior,29,1,16,14.0
1283772,50009,prior,30,2,12,8.0
760612,50009,prior,31,1,14,6.0
898709,50009,prior,32,2,11,8.0
3195441,50009,prior,33,4,13,2.0
257350,50009,prior,34,1,13,4.0
3094522,50009,prior,35,3,15,9.0
1902790,50009,prior,36,2,15,6.0
2084066,50009,prior,37,5,14,3.0
2717410,50009,prior,38,1,14,3.0
1798129,50009,prior,39,1,15,7.0
2130345,50009,prior,40,6,12,19.0
3238031,50009,prior,41,1,14,2.0
2268721,50009,prior,42,2,12,15.0
813267,50009,prior,43,2,11,7.0
2601908,50009,prior,44,1,16,6.0
130128,50009,prior,45,2,12,8.0
1305859,50009,prior,46,1,16,27.0
1101826,50009,prior,47,1,10,7.0
2290545,50009,train,48,1,16,7.0
928412,50010,prior,1,2,17,
1811969,50010,prior,2,3,11,30.0
2819861,50010,prior,3,1,19,12.0
71142,50010,prior,4,5,14,30.0
1511313,50010,prior,5,0,14,30.0
609151,50010,prior,6,3,18,10.0
130210,50010,prior,7,3,13,30.0
898593,50010,prior,8,6,9,30.0
996416,50010,test,9,0,8,22.0
2540342,50011,prior,1,1,10,
656916,50011,prior,2,1,17,30.0
2757149,50011,prior,3,1,9,7.0
1742593,50011,prior,4,5,11,4.0
2302010,50011,prior,5,1,10,17.0
2658189,50011,prior,6,1,9,7.0
578844,50011,prior,7,3,9,2.0
1102952,50011,train,8,4,11,8.0
2684227,50012,prior,1,1,9,
60050,50012,prior,2,3,9,9.0
880133,50012,prior,3,3,19,7.0
1491478,50012,prior,4,4,18,15.0
1062879,50012,prior,5,3,16,6.0
2185587,50012,prior,6,0,19,4.0
163899,50012,prior,7,5,14,5.0
701175,50012,prior,8,2,8,11.0
1922716,50012,prior,9,4,9,30.0
2531703,50012,prior,10,1,8,11.0
2181340,50012,prior,11,0,17,13.0
541328,50012,prior,12,1,10,22.0
1064523,50012,prior,13,2,8,29.0
1737785,50012,prior,14,1,10,13.0
1631810,50012,prior,15,2,11,8.0
2042366,50012,prior,16,5,8,3.0
1757432,50012,prior,17,2,10,4.0
374656,50012,prior,18,3,18,15.0
45385,50012,prior,19,5,8,9.0
2154685,50012,prior,20,5,10,14.0
455691,50012,prior,21,6,10,8.0
348837,50012,prior,22,0,10,8.0
2696206,50012,prior,23,0,11,0.0
1648068,50012,prior,24,2,10,30.0
1963545,50012,prior,25,1,9,20.0
384893,50012,prior,26,5,9,4.0
3177346,50012,prior,27,3,8,5.0
1559313,50012,prior,28,0,12,11.0
197199,50012,prior,29,0,8,7.0
1985663,50012,train,30,1,8,29.0
112257,50013,prior,1,0,15,
2422429,50013,prior,2,3,15,3.0
452973,50013,prior,3,0,19,4.0
677246,50013,prior,4,0,17,7.0
2392712,50013,prior,5,0,10,7.0
2857951,50013,prior,6,0,14,7.0
2733116,50013,prior,7,0,13,14.0
2179315,50013,prior,8,0,19,28.0
2152617,50013,train,9,1,13,22.0
482640,50014,prior,1,2,9,
1332699,50014,prior,2,3,13,1.0
2912016,50014,prior,3,0,17,4.0
533787,50014,prior,4,2,18,2.0
2600995,50014,prior,5,2,18,0.0
2748939,50014,prior,6,1,20,6.0
1465647,50014,prior,7,0,21,13.0
2101745,50014,prior,8,6,23,6.0
398892,50014,prior,9,2,10,10.0
780556,50014,prior,10,4,22,9.0
1821847,50014,prior,11,4,11,7.0
2917984,50014,prior,12,4,7,7.0
2393530,50014,prior,13,2,10,5.0
3351558,50014,prior,14,0,11,5.0
1240422,50014,prior,15,6,17,6.0
2756221,50014,prior,16,0,22,8.0
1971803,50014,prior,17,4,17,18.0
727868,50014,prior,18,2,11,5.0
1220750,50014,train,19,1,8,6.0
3310013,50015,prior,1,4,11,
1408854,50015,prior,2,2,10,26.0
3332000,50015,prior,3,4,22,9.0
1511072,50015,prior,4,4,12,14.0
1604171,50015,test,5,0,15,17.0
2324268,50016,prior,1,0,9,
3368049,50016,prior,2,5,14,5.0
1621079,50016,prior,3,0,20,2.0
680944,50016,prior,4,5,22,12.0
2912911,50016,prior,5,3,14,5.0
938351,50016,prior,6,0,9,4.0
830061,50016,prior,7,1,16,1.0
2645238,50016,prior,8,6,22,5.0
2909006,50016,prior,9,2,12,3.0
2676321,50016,prior,10,5,7,3.0
1299870,50016,prior,11,3,9,5.0
3045638,50016,prior,12,5,20,2.0
3073141,50016,prior,13,4,12,6.0
2661064,50016,prior,14,0,16,3.0
201566,50016,prior,15,3,19,3.0
3069052,50016,prior,16,3,22,7.0
3354133,50016,prior,17,2,13,6.0
1412669,50016,prior,18,5,11,3.0
2945900,50016,prior,19,4,11,6.0
1741715,50016,prior,20,0,21,10.0
281505,50016,prior,21,0,13,21.0
2063621,50016,prior,22,6,20,6.0
3190163,50016,prior,23,5,9,6.0
810513,50016,prior,24,0,13,2.0
2315889,50016,prior,25,5,9,5.0
3322686,50016,prior,26,2,15,4.0
2288410,50016,prior,27,6,19,4.0
76070,50016,prior,28,4,19,5.0
2730036,50016,prior,29,0,12,3.0
250253,50016,prior,30,4,18,4.0
3270116,50016,prior,31,4,13,7.0
1794597,50016,prior,32,2,9,5.0
96216,50016,prior,33,0,22,5.0
578892,50016,prior,34,4,15,4.0
1109644,50016,prior,35,3,13,6.0
2663166,50016,prior,36,1,15,5.0
1452468,50016,prior,37,1,21,7.0
338124,50016,prior,38,5,11,4.0
728794,50016,prior,39,6,22,15.0
1097836,50016,prior,40,0,8,8.0
874055,50016,prior,41,6,11,6.0
176354,50016,prior,42,4,12,12.0
579122,50016,prior,43,0,10,3.0
2666551,50016,prior,44,1,11,8.0
2280900,50016,prior,45,0,14,6.0
2211922,50016,prior,46,2,10,9.0
182166,50016,prior,47,2,10,14.0
2284319,50016,prior,48,4,14,9.0
1549426,50016,prior,49,2,12,26.0
934746,50016,prior,50,2,17,7.0
2397131,50016,prior,51,6,10,18.0
736348,50016,prior,52,0,8,8.0
2346325,50016,train,53,6,17,20.0
3154461,50017,prior,1,4,15,
2698585,50017,prior,2,5,16,8.0
1644333,50017,prior,3,0,9,9.0
1778130,50017,train,4,5,12,12.0
1475935,50018,prior,1,6,14,
409895,50018,prior,2,0,15,30.0
1494133,50018,prior,3,1,14,8.0
2215555,50018,prior,4,1,17,14.0
241553,50018,prior,5,6,11,12.0
773651,50018,prior,6,1,14,30.0
940934,50018,prior,7,1,17,21.0
918436,50018,prior,8,3,19,16.0
2071763,50018,prior,9,3,10,7.0
2754284,50018,prior,10,0,14,11.0
597730,50018,prior,11,6,19,13.0
2110036,50018,prior,12,1,15,16.0
2936937,50018,prior,13,5,23,25.0
2262930,50018,prior,14,2,11,18.0
2843644,50018,prior,15,0,14,12.0
3077390,50018,prior,16,5,11,5.0
1452985,50018,prior,17,5,15,7.0
819958,50018,prior,18,0,15,2.0
1841234,50018,prior,19,2,12,9.0
438696,50018,prior,20,5,17,17.0
873360,50018,prior,21,0,16,2.0
1184635,50018,prior,22,5,13,26.0
204215,50018,prior,23,1,15,10.0
2887640,50018,prior,24,2,18,8.0
1087228,50018,prior,25,0,15,12.0
1047561,50018,test,26,0,10,7.0
1443750,50019,prior,1,5,19,
2839376,50019,prior,2,2,8,30.0
1124383,50019,prior,3,5,8,10.0
1139590,50019,prior,4,5,17,14.0
