order_id,product_id,add_to_cart_order,reordered
39,48679,1,0
39,4605,2,0
39,28204,3,1
39,21903,4,0
39,8385,5,0
108,36011,1,1
108,21847,2,0
108,14872,3,0
108,42075,4,0
108,38381,5,0
108,7751,6,0
108,42383,7,0
108,5212,8,0
108,13708,9,0
136,47766,1,0
136,18465,2,0
136,29926,3,0
136,11005,4,0
164,40332,1,1
164,32689,2,1
164,47626,3,1
164,28985,4,1
164,6779,5,0
164,39563,6,0
258,24852,1,1
258,9387,2,1
258,22825,3,1
258,46969,4,1
258,3085,5,1
258,16797,6,1
258,39275,7,0
258,6348,8,1
258,27086,9,1
258,46676,10,0
258,33754,11,0
258,18523,12,0
258,47029,13,0
258,48726,14,0
258,45066,15,1
365,25466,1,0
365,14240,2,0
365,42265,3,0
857,39947,1,1
857,12576,2,1
857,45747,3,1
857,19322,4,1
857,34244,5,0
857,7175,6,1
857,31506,7,1
857,9178,8,1
857,41950,9,1
857,21137,10,1
857,13838,11,0
857,33716,12,0
857,4462,13,1
857,43122,14,0
857,48171,15,0
857,13560,16,0
857,44282,17,1
857,14429,18,1
857,37971,19,0
857,8362,20,1
857,5517,21,0
857,30795,22,0
1481,23098,1,0
1677,38928,1,1
1677,15541,2,0
1832,24852,1,1
1832,34126,2,1
1832,24964,3,1
1832,9934,4,0
1832,19660,5,1
1832,5479,6,1
1832,18656,7,0
1832,13563,8,1
1832,27925,9,0
1832,46906,10,1
1832,10749,11,1
1832,37119,12,1
1832,17920,13,0
1832,38288,14,0
1832,43768,15,0
1832,16864,16,0
1832,41259,17,1
2100,47209,1,1
2100,28204,2,1
2100,13176,3,1
2100,22367,4,1
2100,41220,5,1
2100,24184,6,1
2100,2295,7,0
2100,34450,8,1
2100,21053,9,1
2432,30962,1,1
2432,45866,2,1
2432,6361,3,1
2432,43713,4,1
2770,14901,1,0
2770,4410,2,1
2770,31433,3,0
2770,31215,4,1
2770,29544,5,0
2770,17579,6,0
2770,25043,7,0
2770,42736,8,0
2770,47766,9,1
2770,21137,10,1
3027,25146,1,1
3027,35221,2,1
3027,5322,3,0
3027,21137,4,0
3027,11130,5,1
3027,25640,6,0
3027,45066,7,0
3190,29095,1,1
3926,24852,1,1
3926,6361,2,1
3926,21137,3,1
3926,47759,4,1
3926,17949,5,0
3926,14678,6,0
3926,31343,7,1
3926,31717,8,1
3926,18441,9,1
4095,10115,1,0
4095,45613,2,0
4095,47223,3,0
4183,9076,1,1
4183,34969,2,1
4183,13176,3,1
4183,3481,4,1
4183,44949,5,1
4183,13733,6,1
4183,21137,7,1
4463,33476,1,1
4463,31018,2,1
4463,43368,3,1
4463,43352,4,0
4463,27316,5,1
4463,43772,6,1
4463,11123,7,1
4463,25586,8,1
4463,48071,9,1
4463,19505,10,1
4463,3856,11,1
4463,18971,12,1
4463,23673,13,1
4463,42660,14,1
4463,42357,15,1
4463,26929,16,1
4463,27629,17,0
4463,22550,18,1
4463,9076,19,1
4463,40261,20,0
4463,4656,21,0
4463,42356,22,0
4463,17200,23,0
4463,24442,24,0
4507,16757,1,1
4507,13166,2,1
4507,29447,3,1
4593,16797,1,0
4593,432,2,1
4593,4605,3,1
4593,29487,4,1
4593,47766,5,1
4593,47626,6,1
4593,31717,7,1
4600,5652,1,0
4600,1117,2,0
4600,42724,3,0
4600,42736,4,0
4600,31343,5,0
4600,3952,6,0
4600,40723,7,0
4600,47626,8,0
4600,2447,9,0
4600,46635,10,0
4600,5851,11,0
4600,28842,12,0
4600,26209,13,0
4600,40974,14,0
4600,18828,15,0
4691,42091,1,1
4691,23543,2,1
4691,41950,3,1
5137,12756,1,1
5137,28593,2,1
5137,21137,3,1
5137,44056,4,0
5137,39462,5,1
5137,40723,6,1
5137,23165,7,1
5409,24561,1,1
5409,17652,2,1
5409,4367,3,0
5409,24288,4,1
5711,45084,1,0
5711,20754,2,0
5711,42445,3,0
5711,21162,4,0
5711,11520,5,0
5711,12320,6,0
5711,41750,7,0
5711,44910,8,0
5711,13176,9,0
5732,45504,1,1
5732,45633,2,1
6150,29118,1,1
6150,48720,2,1
6150,34668,3,1
6150,7088,4,1
6157,16757,1,1
6157,13166,2,1
6157,29447,3,1
6283,10424,1,1
6283,12572,2,1
6283,26736,3,1
6283,4614,4,1
6283,17915,5,1
6283,7185,6,1
6342,17007,1,1
6342,24852,2,1
6342,47441,3,1
6342,1194,4,1
6342,5240,5,1
6342,22656,6,1
6342,41058,7,0
6342,36070,8,1
6342,8955,9,0
6342,1529,10,0
6342,47626,11,0
6656,6052,1,1
6656,35914,2,1
6656,19723,3,1
6656,34024,4,1
6656,36186,5,1
6762,24852,1,1
6762,28465,2,1
6762,48857,3,1
6762,23765,4,0
6762,23029,5,1
6762,43789,6,1
6762,41549,7,1
6762,34969,8,0
6762,46906,9,1
6762,40706,10,0
6762,16616,11,1
6762,22935,12,1
6762,45007,13,1
6762,22963,14,1
6762,17795,15,0
6767,27521,1,0
6767,43086,2,1
6767,5785,3,1
6915,48679,1,1
6915,5077,2,1
6915,37658,3,1
6915,24852,4,1
6915,38689,5,1
6915,32029,6,1
6915,48043,7,1
6915,44422,8,1
6915,46969,9,0
6915,16797,10,1
6915,4920,11,0
7402,28647,1,1
7402,25830,2,1
7402,25570,3,1
7402,22414,4,1
7402,48645,5,1
7402,13988,6,0
7486,35030,1,1
7486,15174,2,0
7486,33322,3,0
7486,33438,4,0
7486,30620,5,0
7486,31683,6,1
7486,22959,7,1
7486,8012,8,1
7486,22242,9,1
7486,7781,10,1
7486,1185,11,1
7486,9648,12,1
7486,10995,13,1
7486,44570,14,1
7486,5449,15,1
7486,40345,16,1
7486,10749,17,1
7486,48825,18,1
7486,5077,19,1
7486,3850,20,0
7551,29487,1,1
7551,15872,2,1
7551,45007,3,1
7551,12193,4,1
7551,28590,5,1
7551,5818,6,1
8107,48395,1,1
8107,18027,2,1
8107,20114,3,1
8107,3546,4,1
8107,13176,5,1
8107,33768,6,1
8107,37646,7,1
8107,32691,8,1
8107,48679,9,1
8107,27845,10,1
8107,3957,11,1
8107,5876,12,1
8107,17706,13,1
8107,16759,14,1
8107,10246,15,1
8107,22935,16,1
8107,28781,17,1
8107,33,18,1
9120,15123,1,0
9120,44560,2,1
9120,25197,3,1
9120,44643,4,0
9327,10715,1,0
9327,7185,2,0
9327,6651,3,0
9327,21810,4,0
9327,43295,5,0
9327,44882,6,0
9327,26620,7,0
9327,44632,8,0
9327,17191,9,0
9327,18200,10,0
9327,17313,11,0
9327,40706,12,0
9327,38647,13,0
9327,2326,14,0
9327,25753,15,0
9341,30635,1,1
9341,16797,2,1
9341,38988,3,0
9341,34300,4,1
9341,32734,5,0
9341,3550,6,1
9341,25890,7,1
9341,49383,8,1
9341,21616,9,1
9341,890,10,1
9341,37524,11,0
9341,3252,12,0
9341,41665,13,0
9341,26209,14,1
9341,43789,15,0
9341,4799,16,1
9341,14553,17,1
9341,47626,18,1
9673,25362,1,0
9673,4799,2,1
9673,25340,3,1
9673,4210,4,0
9673,45582,5,0
9673,43014,6,0
9673,11710,7,0
9673,21616,8,0
9673,31506,9,0
9673,32931,10,0
9679,1398,1,0
9679,36076,2,0
9679,14063,3,0
9679,21793,4,0
9679,10181,5,0
9679,49605,6,0
9679,36598,7,0
9679,45296,8,0
9679,24699,9,0
9690,14992,1,1
9690,46667,2,1
9690,44142,3,1
9690,21938,4,1
9690,14897,5,1
9690,21405,6,1
9690,46979,7,1
9690,41950,8,1
9690,18234,9,1
9690,36389,10,1
9690,19477,11,1
9737,24852,1,1
9737,28204,2,1
9737,45570,3,1
9737,22963,4,1
9737,25931,5,1
9737,43735,6,1
9737,44422,7,0
