order_id,product_id,add_to_cart_order,reordered
202,20406,1,0
690,47766,1,1
690,42265,2,1
690,11187,3,1
690,44275,4,1
690,13176,5,0
690,21137,6,1
690,30391,7,0
690,46979,8,0
690,895,9,1
690,12745,10,1
690,40396,11,0
1953,21903,1,1
1953,20842,2,1
1953,42469,3,0
1953,43129,4,0
1953,42736,5,0
1953,6046,6,1
1953,14992,7,1
1953,432,8,1
1953,14161,9,1
2160,30305,1,0
2160,17794,2,0
2160,44142,3,1
2160,2295,4,0
2160,31506,5,1
2160,46242,6,0
2160,18339,7,0
2160,47006,8,0
2160,46851,9,0
2160,29791,10,0
2160,9851,11,0
2160,19333,12,0
2160,23888,13,0
2160,35973,14,0
2160,9327,15,0
2160,11755,16,0
2160,45664,17,0
2160,35042,18,1
2160,25271,19,0
2213,12341,1,1
2213,28413,2,1
2213,21137,3,1
2213,21292,4,1
2213,5971,5,0
2213,10326,6,1
2213,21903,7,1
2213,30827,8,1
2213,1183,9,0
2303,46041,1,0
2303,20470,2,0
2303,35762,3,1
2556,34164,1,0
2556,21292,2,0
3061,48437,1,1
3061,26384,2,1
3061,9387,3,1
3061,40216,4,1
3061,13323,5,0
3061,17356,6,0
3061,2408,7,0
3061,1069,8,0
3061,20561,9,0
3061,45064,10,1
3313,8802,1,1
3313,35168,2,1
3313,32652,3,1
3313,43961,4,1
3313,37357,5,0
3313,42242,6,0
3313,2597,7,0
3313,22935,8,0
3313,35140,9,0
3313,17541,10,0
3313,45139,11,0
3313,35734,12,1
3313,21616,13,0
3313,29668,14,0
3313,20084,15,0
3313,24363,16,0
3313,2985,17,0
3313,29460,18,0
3326,8571,1,1
3326,33768,2,1
3326,16797,3,1
3326,12899,4,1
3326,32689,5,1
3326,11365,6,1
3326,33147,7,1
3326,32691,8,1
3333,5077,1,0
3333,13909,2,0
3333,21724,3,0
3333,23854,4,0
3333,23026,5,0
3333,9155,6,0
3333,44410,7,0
3472,4942,1,1
3472,24852,2,1
3472,21903,3,1
3472,11520,4,0
3472,24489,5,0
3472,17948,6,0
3472,19660,7,0
3472,27470,8,1
3559,21573,1,1
3559,33768,2,1
3559,8571,3,1
3559,26900,4,1
3559,43352,5,1
3559,12899,6,1
3559,39275,7,1
3873,36865,1,1
3873,40396,2,1
3873,4367,3,0
3873,21616,4,1
3873,17429,5,1
3873,31562,6,0
3873,2846,7,0
3873,42701,8,0
3873,26620,9,1
4119,3098,1,0
4119,14233,2,1
4119,34126,3,1
4119,28842,4,1
4119,4605,5,1
4119,42701,6,1
4119,10180,7,0
4119,41238,8,1
4119,40706,9,1
4119,43904,10,0
4119,20114,11,1
4119,44142,12,0
4119,46667,13,1
4119,10110,14,0
4119,46962,15,1
4119,48697,16,0
4119,34969,17,1
4119,30480,18,1
4119,11408,19,1
4119,24964,20,1
4119,1463,21,0
4119,25659,22,1
4119,39265,23,0
4119,6104,24,0
4119,13984,25,1
4123,24852,1,1
4123,37940,2,1
4123,15130,3,1
4123,37646,4,1
4123,7295,5,0
4123,27706,6,1
4123,32478,7,1
4123,30352,8,1
4123,10321,9,0
4123,5097,10,0
4123,38049,11,1
4123,449,12,1
4123,20197,13,1
4123,3856,14,1
4499,2078,1,1
4499,42701,2,0
4499,38192,3,1
4499,1202,4,1
5542,5984,1,0
5542,10273,2,0
5542,8670,3,0
5542,38797,4,1
6370,46257,1,0
6370,14133,2,1
6370,48523,3,0
6370,2361,4,0
6777,7916,1,0
7332,14715,1,0
7348,31100,1,1
7348,24852,2,1
7348,20899,3,1
7362,28468,1,1
7362,3579,2,1
7362,44359,3,1
7362,9178,4,1
7362,31188,5,1
7362,6873,6,1
