order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1292115,128001,prior,1,2,14,
2331888,128001,prior,2,6,10,18.0
101141,128001,prior,3,6,10,7.0
1216520,128001,train,4,6,15,30.0
3012145,128002,prior,1,0,18,
3145061,128002,prior,2,5,11,5.0
443059,128002,prior,3,5,16,7.0
1947188,128002,prior,4,1,7,10.0
774755,128002,prior,5,5,10,4.0
1861269,128002,prior,6,5,10,0.0
1236932,128002,prior,7,5,11,0.0
244035,128002,prior,8,4,10,6.0
1900536,128002,prior,9,4,11,0.0
1960486,128002,prior,10,0,23,10.0
2714868,128002,prior,11,1,9,8.0
787967,128002,prior,12,0,21,6.0
1792849,128002,prior,13,5,12,5.0
1358467,128002,prior,14,1,8,10.0
636641,128002,prior,15,1,9,7.0
2176643,128002,prior,16,0,22,6.0
1439208,128002,prior,17,0,11,7.0
1803207,128002,prior,18,1,7,8.0
1418322,128002,prior,19,1,7,0.0
1479577,128002,prior,20,0,18,6.0
1544722,128002,prior,21,0,18,0.0
3352386,128002,prior,22,1,8,8.0
2106393,128002,prior,23,1,9,7.0
1281206,128002,prior,24,0,14,6.0
807846,128002,prior,25,1,10,8.0
1826314,128002,prior,26,4,14,3.0
3043794,128002,prior,27,1,8,11.0
634997,128002,prior,28,2,11,15.0
3240481,128002,prior,29,5,10,10.0
66908,128002,prior,30,5,17,7.0
3167955,128002,prior,31,5,17,7.0
2749960,128002,prior,32,5,13,7.0
2709316,128002,prior,33,1,9,10.0
379627,128002,train,34,5,17,4.0
1557285,128003,prior,1,2,17,
2574170,128003,prior,2,2,18,30.0
1016592,128003,prior,3,6,18,18.0
1418844,128003,prior,4,4,18,19.0
1641998,128003,prior,5,0,18,10.0
899547,128003,prior,6,6,17,13.0
2432927,128003,prior,7,6,1,7.0
1941209,128003,prior,8,5,22,13.0
2576874,128003,prior,9,0,18,16.0
107281,128003,prior,10,3,2,24.0
2372147,128003,prior,11,6,15,30.0
758850,128003,train,12,2,18,30.0
3279517,128004,prior,1,4,10,
1722691,128004,prior,2,1,10,18.0
443387,128004,prior,3,1,10,0.0
2777002,128004,prior,4,1,10,7.0
2031018,128004,prior,5,3,18,9.0
1934152,128004,prior,6,5,14,9.0
2578630,128004,prior,7,3,15,12.0
2166214,128004,train,8,0,10,11.0
3165866,128005,prior,1,0,21,
590468,128005,prior,2,0,9,7.0
79401,128005,prior,3,1,9,8.0
1016082,128005,prior,4,0,10,6.0
2597327,128005,prior,5,0,12,28.0
188471,128005,prior,6,0,13,14.0
2553172,128005,prior,7,0,16,7.0
1410517,128005,prior,8,0,10,7.0
1946023,128005,prior,9,0,13,14.0
1109288,128005,prior,10,0,12,7.0
1758066,128005,prior,11,1,17,15.0
1038586,128005,prior,12,1,8,7.0
1314310,128005,prior,13,0,12,13.0
2225497,128005,prior,14,3,18,10.0
2232229,128005,prior,15,6,16,3.0
1419535,128005,prior,16,1,16,2.0
749141,128005,prior,17,4,11,3.0
1425599,128005,prior,18,4,13,7.0
3146543,128005,prior,19,6,16,2.0
3334147,128005,prior,20,6,11,7.0
142289,128005,prior,21,6,15,7.0
410172,128005,prior,22,3,16,4.0
1161694,128005,prior,23,6,21,3.0
2237865,128005,prior,24,4,14,5.0
2532077,128005,prior,25,0,16,3.0
768384,128005,prior,26,4,17,4.0
1662309,128005,prior,27,0,12,3.0
3383861,128005,prior,28,2,14,2.0
2239546,128005,prior,29,0,10,5.0
2680139,128005,prior,30,5,18,5.0
2985839,128005,prior,31,0,15,2.0
882119,128005,prior,32,3,10,3.0
2850733,128005,prior,33,6,14,3.0
1516653,128005,prior,34,0,10,8.0
1717566,128005,prior,35,5,13,5.0
1802570,128005,prior,36,1,15,3.0
690720,128005,prior,37,4,14,24.0
2251166,128005,prior,38,0,9,3.0
923169,128005,prior,39,6,16,6.0
3287629,128005,prior,40,2,19,3.0
421231,128005,prior,41,1,11,13.0
2835451,128005,prior,42,6,13,12.0
905238,128005,prior,43,2,17,3.0
1441010,128005,prior,44,0,11,5.0
1974140,128005,prior,45,3,14,3.0
2018326,128005,prior,46,0,16,4.0
1682175,128005,prior,47,0,16,7.0
1743104,128005,prior,48,0,10,14.0
576939,128005,prior,49,0,10,7.0
603699,128005,prior,50,4,12,4.0
3097927,128005,prior,51,4,9,14.0
2688697,128005,prior,52,5,11,1.0
181925,128005,train,53,0,18,2.0
2999940,128006,prior,1,1,1,
2508038,128006,prior,2,0,23,6.0
430544,128006,prior,3,6,20,6.0
628010,128006,prior,4,6,17,14.0
930031,128006,prior,5,2,0,30.0
504273,128006,train,6,5,8,10.0
845372,128007,prior,1,2,14,
