order_id,product_id,add_to_cart_order,reordered
179,40604,1,0
179,31040,2,1
179,31242,3,0
179,30382,4,1
179,31343,5,0
179,21616,6,1
594,13176,1,1
594,27413,2,1
594,24288,3,1
594,27966,4,1
594,5876,5,1
594,48219,6,1
594,20734,7,1
594,31504,8,0
594,1890,9,1
594,2078,10,0
594,37866,11,0
594,44233,12,0
594,49044,13,1
594,21295,14,1
594,43768,15,1
594,2099,16,0
594,24129,17,0
594,41064,18,1
594,41620,19,0
594,23734,20,0
594,16291,21,0
594,17160,22,0
594,4812,23,0
594,12254,24,0
594,28050,25,0
632,25879,1,1
632,48628,2,0
632,29447,3,1
632,36550,4,1
632,42445,5,0
632,7948,6,1
632,27845,7,1
632,48364,8,1
737,13176,1,1
737,19820,2,1
737,45014,3,1
737,33787,4,1
737,8670,5,0
737,13541,6,0
737,24184,7,0
737,41162,8,0
784,41950,1,1
784,26790,2,1
784,30489,3,1
784,35684,4,1
784,5120,5,1
784,29672,6,1
784,13176,7,1
784,21137,8,1
784,46979,9,1
784,47209,10,1
784,20114,11,1
784,5025,12,1
784,9076,13,1
784,11182,14,0
784,11945,15,1
784,29363,16,0
784,481,17,0
784,24964,18,1
784,15591,19,0
784,46667,20,0
784,9092,21,0
784,45007,22,1
784,27323,23,0
986,39657,1,1
986,16974,2,1
986,12341,3,1
986,6184,4,1
986,13575,5,1
986,9387,6,1
986,47402,7,1
986,37710,8,1
986,10441,9,1
986,16797,10,1
986,43352,11,1
986,49235,12,1
986,3798,13,1
986,46931,14,1
986,32455,15,1
986,42265,16,1
986,41787,17,1
986,21288,18,1
986,25146,19,1
1121,8382,1,0
1121,17944,2,0
1121,7185,3,0
1121,6871,4,0
1121,45842,5,1
1121,5212,6,1
1121,24852,7,1
1121,5450,8,1
1121,26131,9,1
1121,29447,10,1
1121,11712,11,1
1121,13166,12,1
1121,41950,13,1
1121,34565,14,1
1121,23099,15,1
1121,44787,16,1
1793,44014,1,0
1793,25170,2,0
1793,2658,3,0
1793,16953,4,0
1793,43129,5,0
1793,29088,6,0
1793,11912,7,0
1793,5713,8,0
1793,9409,9,0
1793,4347,10,0
1870,35163,1,1
1870,6781,2,1
1870,1396,3,1
1870,6046,4,1
1870,18534,5,1
1870,29487,6,1
1870,26497,7,1
1870,26412,8,1
1870,10388,9,1
1870,12555,10,1
1870,19505,11,0
1870,35622,12,1
1870,36121,13,0
1870,28916,14,1
1870,29299,15,0
1870,15100,16,0
1870,37067,17,1
1870,6022,18,0
1870,9737,19,0
1870,6615,20,0
1870,34713,21,0
1870,39142,22,0
1870,12074,23,0
1870,3327,24,0
1870,27027,25,0
1870,40214,26,0
1870,38038,27,0
1870,11837,28,0
1870,28448,29,0
1870,36752,30,0
1870,23288,31,0
1870,12779,32,1
1870,16607,33,1
1870,3318,34,1
1870,5077,35,0
