order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1801410,206001,prior,1,5,13,
1193579,206001,prior,2,2,13,4.0
1374233,206001,prior,3,1,9,27.0
351544,206001,prior,4,2,23,30.0
1753003,206001,train,5,3,7,30.0
2022979,206002,prior,1,1,12,
1928549,206002,prior,2,3,8,30.0
1311258,206002,prior,3,1,11,26.0
2243723,206002,prior,4,5,3,30.0
1365608,206002,prior,5,5,6,30.0
3047627,206002,test,6,5,15,30.0
712068,206003,prior,1,2,18,
664521,206003,prior,2,3,18,30.0
1229404,206003,prior,3,6,15,17.0
1731446,206003,prior,4,5,18,30.0
1441924,206003,prior,5,1,15,30.0
445683,206003,prior,6,4,19,30.0
2102189,206003,prior,7,0,17,17.0
1003264,206003,test,8,1,16,30.0
804201,206004,prior,1,0,16,
2828379,206004,prior,2,0,15,14.0
3044192,206004,prior,3,4,17,4.0
1266928,206004,train,4,6,19,2.0
3094278,206005,prior,1,4,17,
3093481,206005,prior,2,3,23,13.0
62447,206005,prior,3,5,15,16.0
973612,206005,prior,4,5,15,0.0
781237,206005,prior,5,6,23,8.0
2996851,206005,prior,6,1,15,16.0
528040,206005,prior,7,1,15,0.0
1065912,206005,prior,8,5,22,4.0
2036362,206005,prior,9,1,10,30.0
434119,206005,prior,10,2,11,15.0
3191594,206005,prior,11,4,16,2.0
1765104,206005,prior,12,4,11,7.0
2100505,206005,prior,13,2,14,30.0
3218563,206005,prior,14,2,16,7.0
1660497,206005,prior,15,6,11,30.0
2188463,206005,prior,16,0,3,8.0
919970,206005,prior,17,2,22,9.0
2249674,206005,prior,18,0,2,12.0
831462,206005,prior,19,5,23,30.0
2867921,206005,prior,20,0,16,2.0
2507541,206005,prior,21,0,11,7.0
2432552,206005,prior,22,6,15,13.0
244638,206005,prior,23,4,13,5.0
3319420,206005,train,24,0,12,10.0
607925,206006,prior,1,1,18,
1543956,206006,prior,2,0,11,30.0
2952616,206006,prior,3,3,12,30.0
1402648,206006,prior,4,1,15,26.0
2321621,206006,prior,5,6,12,26.0
1884123,206006,prior,6,5,9,27.0
550469,206006,prior,7,3,18,26.0
3258132,206006,train,8,0,21,30.0
163259,206007,prior,1,6,10,
1004056,206007,prior,2,6,11,14.0
2751238,206007,prior,3,6,10,14.0
2617979,206007,prior,4,6,10,7.0
3301312,206007,prior,5,6,11,7.0
1281230,206007,train,6,6,10,30.0
601790,206008,prior,1,1,14,
3017843,206008,prior,2,6,15,19.0
1179379,206008,prior,3,5,17,30.0
3203311,206008,prior,4,3,9,12.0
2586975,206008,prior,5,2,15,20.0
981024,206008,prior,6,0,5,5.0
127161,206008,prior,7,2,11,9.0
585088,206008,prior,8,6,16,4.0
529951,206008,prior,9,3,9,4.0
1393652,206008,prior,10,0,11,11.0
119935,206008,test,11,3,14,3.0
3352414,206009,prior,1,2,10,
2880688,206009,prior,2,0,18,5.0
1786080,206009,prior,3,2,8,16.0
174701,206009,prior,4,1,10,6.0
867787,206009,prior,5,2,8,15.0
1467338,206009,prior,6,1,14,6.0
508565,206009,prior,7,0,17,13.0
2339215,206009,prior,8,1,7,15.0
2400217,206009,test,9,1,11,21.0
1757336,206010,prior,1,5,12,
2841789,206010,prior,2,3,0,19.0
2832711,206010,prior,3,0,10,30.0
2302934,206010,train,4,4,22,4.0
2534364,206011,prior,1,5,11,
1466547,206011,prior,2,4,16,30.0
3397602,206011,prior,3,5,9,30.0
3186941,206011,prior,4,1,17,3.0
110530,206011,prior,5,5,12,4.0
3262864,206011,prior,6,1,16,3.0
2132824,206011,prior,7,1,14,7.0
3145525,206011,prior,8,4,13,3.0
1500175,206011,prior,9,4,14,7.0
3047523,206011,prior,10,2,10,30.0
2328649,206011,prior,11,4,18,2.0
1498085,206011,prior,12,1,17,30.0
2392030,206011,prior,13,3,15,16.0
452362,206011,prior,14,4,14,1.0
828772,206011,prior,15,3,17,27.0
1238259,206011,train,16,3,17,7.0
3338559,206012,prior,1,0,10,
598101,206012,prior,2,0,20,21.0
1409362,206012,prior,3,6,20,13.0
346795,206012,prior,4,3,11,4.0
1236178,206012,prior,5,1,10,19.0
115071,206012,prior,6,6,10,12.0
1091382,206012,prior,7,1,11,9.0
3370836,206012,prior,8,2,18,30.0
2614426,206012,test,9,6,11,25.0
777686,206013,prior,1,1,18,
3383680,206013,prior,2,0,17,30.0
179652,206013,prior,3,3,19,30.0
1575069,206013,prior,4,5,15,2.0
1683155,206013,prior,5,6,12,30.0
2684907,206013,test,6,3,16,30.0
1881703,206014,prior,1,3,18,
88881,206014,prior,2,6,9,3.0
959553,206014,prior,3,2,11,30.0
3134478,206014,train,4,2,14,14.0
2204640,206015,prior,1,5,15,
2493529,206015,prior,2,5,19,7.0
2324828,206015,prior,3,6,9,29.0
1639221,206015,prior,4,6,9,7.0
2801676,206015,prior,5,3,19,4.0
1697902,206015,prior,6,6,13,3.0
1903603,206015,prior,7,6,11,7.0
955843,206015,prior,8,0,11,22.0
1999961,206015,prior,9,2,19,2.0
2947390,206015,prior,10,0,16,5.0
2256303,206015,prior,11,6,13,6.0
923960,206015,prior,12,1,11,2.0
1689133,206015,train,13,0,21,6.0
386913,206016,prior,1,4,15,
1786428,206016,prior,2,5,15,22.0
1333714,206016,prior,3,3,17,5.0
2784762,206016,prior,4,0,14,4.0
813985,206016,prior,5,1,16,8.0
2773455,206016,prior,6,5,17,18.0
2530632,206016,prior,7,5,17,7.0
914152,206016,prior,8,3,17,30.0
3273686,206016,prior,9,6,17,17.0
1980699,206016,prior,10,5,11,13.0
1545770,206016,prior,11,6,13,15.0
1606695,206016,prior,12,1,14,2.0
1512318,206016,prior,13,1,17,21.0
2746481,206016,prior,14,3,18,23.0
955131,206016,prior,15,0,15,25.0
1297566,206016,prior,16,6,15,6.0
1218036,206016,prior,17,1,13,9.0
1820272,206016,prior,18,6,17,5.0
329662,206016,prior,19,1,14,2.0
1253588,206016,prior,20,3,16,2.0
2402141,206016,prior,21,5,17,9.0
1604599,206016,prior,22,6,15,1.0
3356818,206016,prior,23,3,17,4.0
1149223,206016,prior,24,0,22,4.0
3004630,206016,prior,25,6,11,6.0
2430227,206016,prior,26,2,17,3.0
3301294,206016,prior,27,1,17,13.0
283803,206016,prior,28,2,12,8.0
2464780,206016,prior,29,5,16,3.0
235975,206016,prior,30,2,17,4.0
1905514,206016,prior,31,4,13,2.0
2722969,206016,prior,32,0,16,3.0
1055568,206016,prior,33,4,8,4.0
2363024,206016,train,34,0,13,3.0
295826,206017,prior,1,0,20,
2008064,206017,prior,2,0,17,30.0
3104721,206017,prior,3,0,23,21.0
2991026,206017,prior,4,6,18,6.0
1753967,206017,prior,5,0,17,8.0
1741537,206017,prior,6,0,21,7.0
1869214,206017,prior,7,0,10,7.0
299190,206017,prior,8,3,22,17.0
653679,206017,prior,9,2,22,6.0
2077812,206017,train,10,1,11,6.0
1866023,206018,prior,1,1,18,
1584715,206018,prior,2,6,17,30.0
945114,206018,prior,3,1,14,30.0
3021784,206018,prior,4,2,16,1.0
74168,206018,prior,5,0,11,5.0
2978435,206018,prior,6,0,10,7.0
3356843,206018,prior,7,6,17,6.0
1265982,206018,prior,8,0,11,8.0
2373087,206018,prior,9,4,17,4.0
1557358,206018,prior,10,0,12,3.0
383189,206018,prior,11,5,17,5.0
760427,206018,prior,12,0,12,2.0
1711565,206018,prior,13,2,17,2.0
3021613,206018,prior,14,0,13,5.0
1589703,206018,prior,15,2,19,2.0
2758046,206018,prior,16,2,17,7.0
805424,206018,train,17,6,18,4.0
3245209,206019,prior,1,3,12,
2965247,206019,prior,2,1,11,30.0
1172394,206019,prior,3,6,16,5.0
1511530,206019,prior,4,6,19,7.0
211077,206019,prior,5,2,9,10.0
2566829,206019,prior,6,5,10,10.0
2590832,206019,prior,7,3,5,12.0
2330977,206019,prior,8,4,14,8.0
1942751,206019,prior,9,6,7,9.0
2504042,206019,prior,10,0,8,30.0
2732524,206019,prior,11,3,16,17.0
2280643,206019,prior,12,4,9,1.0
2217023,206019,prior,13,6,22,9.0
2301058,206019,train,14,5,16,20.0
2022480,206020,prior,1,1,14,
643314,206020,prior,2,1,16,30.0
169528,206020,prior,3,3,13,16.0
2289093,206020,prior,4,2,15,30.0
2508899,206020,prior,5,0,17,30.0
519586,206020,prior,6,1,13,8.0
2659421,206020,prior,7,3,13,23.0
67072,206020,test,8,5,22,30.0
659373,206021,prior,1,4,15,
580969,206021,prior,2,3,14,27.0
399884,206021,prior,3,4,11,30.0
289143,206021,prior,4,5,12,30.0
2655332,206021,prior,5,4,14,30.0
1330014,206021,train,6,4,15,0.0
1036205,206022,prior,1,0,11,
2040156,206022,prior,2,2,9,30.0
3278428,206022,prior,3,5,10,17.0
3014571,206022,prior,4,2,9,18.0
268719,206022,prior,5,3,10,15.0
767388,206022,prior,6,4,9,8.0
3157112,206022,prior,7,4,17,14.0
2183035,206022,prior,8,5,15,30.0
774883,206022,prior,9,3,9,19.0
2132791,206022,prior,10,4,9,30.0
750275,206022,test,11,3,9,30.0
2653935,206023,prior,1,4,12,
518214,206023,prior,2,0,12,3.0
528953,206023,prior,3,0,11,14.0
498796,206023,prior,4,6,11,6.0
2348311,206023,prior,5,5,15,6.0
2844149,206023,prior,6,1,12,10.0
1914217,206023,prior,7,0,9,30.0
33035,206023,train,8,4,14,30.0
1984311,206024,prior,1,5,21,
2572180,206024,prior,2,0,22,2.0
3077976,206024,prior,3,1,12,8.0
260492,206024,prior,4,2,11,8.0
2393240,206024,prior,5,1,13,6.0
2771638,206024,prior,6,5,20,4.0
3207629,206024,prior,7,3,8,5.0
2767081,206024,prior,8,0,14,4.0
413915,206024,prior,9,6,11,6.0
1402657,206024,prior,10,2,13,3.0
2295222,206024,prior,11,6,23,4.0
3252332,206024,prior,12,6,15,7.0
871830,206024,prior,13,2,10,3.0
2005822,206024,prior,14,0,10,5.0
1957966,206024,prior,15,5,11,19.0
1800003,206024,prior,16,0,14,9.0
802697,206024,prior,17,1,21,1.0
2232776,206024,prior,18,5,18,4.0
1905102,206024,prior,19,0,12,9.0
