order_id,product_id,add_to_cart_order,reordered
150,14127,1,1
150,45645,2,0
150,21506,3,0
309,13255,1,0
429,37993,1,0
429,47083,2,0
429,18201,3,0
429,204,4,0
429,45664,5,0
429,23782,6,0
429,36545,7,0
429,19366,8,0
429,22031,9,0
429,48885,10,0
429,5251,11,0
429,19445,12,0
429,8136,13,0
910,3765,1,0
910,27360,2,0
910,19173,3,0
910,2469,4,0
910,29931,5,0
910,24852,6,0
910,39582,7,0
910,6047,8,0
910,12916,9,0
910,24759,10,0
910,27985,11,0
910,49030,12,0
910,33452,13,0
910,1986,14,0
910,32829,15,0
910,36403,16,0
910,28191,17,0
910,3885,18,0
910,29553,19,0
1182,32079,1,1
1182,5258,2,1
1182,33000,3,1
1636,13176,1,1
1636,17468,2,0
1636,39794,3,0
1855,2086,1,1
1855,19660,2,1
1855,8859,3,1
1855,20995,4,1
1855,49075,5,0
1855,23417,6,1
1855,28431,7,1
1855,26177,8,0
1855,1039,9,0
1855,22425,10,0
1974,8048,1,1
1974,3798,2,0
1974,32455,3,1
1974,11759,4,0
1974,12341,5,1
1974,31506,6,0
2048,31683,1,1
2048,45603,2,1
2048,24852,3,1
2048,31869,4,1
2048,29388,5,0
2236,43310,1,1
2236,30146,2,1
2236,37646,3,1
2236,14240,4,1
2236,45448,5,1
2236,31373,6,1
2236,2825,7,1
2236,24946,8,0
2236,46979,9,1
2236,40706,10,1
2236,27344,11,0
2236,49131,12,0
2236,16617,13,0
2236,37664,14,0
2236,21616,15,1
2534,13176,1,1
2534,4920,2,1
2534,40706,3,1
2534,24964,4,1
2534,18434,5,1
2534,24009,6,0
2534,5876,7,1
2534,45570,8,1
2534,17177,9,0
2534,14633,10,0
2534,48109,11,0
2534,19611,12,0
2781,30489,1,0
2781,14467,2,0
2781,24852,3,0
2781,44233,4,0
2781,11422,5,0
2781,4605,6,0
2781,28918,7,0
2781,20788,8,0
2781,45066,9,0
3134,31662,1,1
3134,1942,2,1
3134,23178,3,0
3134,49383,4,1
3134,38419,5,0
3134,16349,6,0
3134,39984,7,0
3134,16759,8,1
3134,17794,9,0
3483,15399,1,1
3483,47168,2,1
3483,2078,3,1
3483,49478,4,1
3483,33232,5,1
3483,47766,6,1
3860,9434,1,0
3860,37710,2,0
4075,13176,1,1
4075,21137,2,1
4075,3464,3,1
4075,42411,4,1
4075,41213,5,1
4075,35140,6,1
4075,39877,7,1
4075,42557,8,1
4075,21903,9,1
