order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2554308,204001,prior,1,2,22,
3325474,204001,prior,2,2,12,21.0
3328114,204001,prior,3,2,7,14.0
704966,204001,prior,4,1,12,6.0
3130969,204001,prior,5,2,8,30.0
3256677,204001,prior,6,0,18,26.0
2226396,204001,prior,7,2,16,2.0
2510885,204001,prior,8,6,15,25.0
1556208,204001,prior,9,0,14,15.0
3295232,204001,prior,10,2,23,30.0
3031579,204001,prior,11,4,11,30.0
761276,204001,prior,12,1,13,30.0
857028,204001,prior,13,0,12,30.0
1228797,204001,prior,14,0,16,21.0
366952,204001,prior,15,0,18,30.0
1413100,204001,test,16,0,16,14.0
1867119,204002,prior,1,2,17,
2027432,204002,prior,2,6,15,4.0
2791263,204002,prior,3,0,13,8.0
2731757,204002,prior,4,5,20,5.0
757688,204002,prior,5,4,18,13.0
3330937,204002,prior,6,5,19,8.0
1669745,204002,prior,7,5,15,30.0
2150896,204002,prior,8,2,19,25.0
1401866,204002,prior,9,2,18,14.0
192857,204002,prior,10,2,14,7.0
3264485,204002,prior,11,4,8,2.0
2509457,204002,prior,12,2,16,5.0
2991792,204002,prior,13,3,19,22.0
1301259,204002,prior,14,5,17,23.0
1408176,204002,prior,15,1,18,3.0
2764377,204002,prior,16,5,18,18.0
342244,204002,prior,17,5,18,0.0
147005,204002,prior,18,6,12,8.0
2824090,204002,prior,19,2,9,10.0
100517,204002,prior,20,0,17,30.0
1496511,204002,prior,21,3,12,3.0
1130928,204002,prior,22,0,14,11.0
397637,204002,prior,23,1,8,1.0
1354208,204002,prior,24,5,18,11.0
627160,204002,prior,25,2,17,11.0
3071952,204002,prior,26,6,15,30.0
1310159,204002,train,27,0,13,8.0
713958,204003,prior,1,0,12,
3003264,204003,prior,2,0,11,30.0
1435262,204003,prior,3,5,17,12.0
2147966,204003,prior,4,0,14,30.0
3259725,204003,prior,5,6,13,13.0
2604059,204003,prior,6,0,14,15.0
715838,204003,prior,7,1,16,15.0
2888919,204003,prior,8,1,11,7.0
2651089,204003,prior,9,0,10,30.0
3271607,204003,train,10,5,10,30.0
2296024,204004,prior,1,6,15,
2967849,204004,prior,2,2,8,10.0
3067536,204004,prior,3,1,8,20.0
3021496,204004,prior,4,1,8,7.0
2616011,204004,prior,5,0,7,30.0
1969093,204004,prior,6,0,7,14.0
2700672,204004,prior,7,6,6,13.0
1487512,204004,prior,8,1,10,16.0
2517733,204004,prior,9,2,21,29.0
2563867,204004,prior,10,0,21,19.0
943299,204004,prior,11,4,21,30.0
2184287,204004,prior,12,3,18,30.0
1081165,204004,prior,13,0,13,30.0
