order_id,product_id,add_to_cart_order,reordered
93,13194,1,0
93,47226,2,0
93,28454,3,1
93,33671,4,1
93,39620,5,0
93,23909,6,1
93,39581,7,1
93,27323,8,1
93,42677,9,0
93,4966,10,1
93,39408,11,0
93,13176,12,0
93,29487,13,1
93,25727,14,1
143,47626,1,1
143,15386,2,1
143,24852,3,1
143,4605,4,1
143,8518,5,1
143,49098,6,1
143,34067,7,1
143,36070,8,1
143,3148,9,1
143,15902,10,1
143,45066,11,1
143,18498,12,0
143,22866,13,1
143,24838,14,0
143,47185,15,0
143,13802,16,0
143,12218,17,0
143,43183,18,0
143,26040,19,0
143,46844,20,1
143,42352,21,0
143,37611,22,1
143,14850,23,0
143,29529,24,1
143,277,25,0
225,1559,1,1
225,24852,2,1
225,21709,3,1
225,24041,4,1
225,37646,5,1
225,8277,6,1
225,33100,7,1
225,47087,8,1
225,14947,9,1
225,36011,10,1
225,32655,11,0
760,4605,1,0
760,11782,2,1
1460,27845,1,1
1460,5746,2,0
1460,16083,3,0
1460,1215,4,1
1460,48679,5,1
1460,49383,6,0
1460,39877,7,0
1460,18272,8,0
1460,21938,9,0
1918,33846,1,0
1918,15923,2,0
1918,4306,3,0
1918,10477,4,0
1918,2843,5,0
1918,49333,6,0
1918,31608,7,0
1918,45134,8,0
1918,30132,9,0
1918,32449,10,0
2000,36380,1,0
2000,41483,2,0
2000,11837,3,0
2000,48437,4,0
2000,41434,5,0
2000,34358,6,0
2000,13802,7,1
2000,35365,8,0
2038,46061,1,1
2038,13176,2,1
2038,14715,3,1
2038,38928,4,1
2038,47504,5,0
2038,39657,6,1
2104,37710,1,1
2104,32478,2,1
2104,13176,3,1
2104,41400,4,0
2104,49235,5,1
2104,45051,6,1
2148,49111,1,0
2148,23233,2,0
2148,23029,3,0
2148,22035,4,1
2148,26649,5,0
2148,21526,6,0
2148,37496,7,1
2148,36342,8,0
2148,8320,9,1
2148,45603,10,0
2148,4698,11,1
2148,48099,12,0
2148,21150,13,0
2148,47792,14,0
2148,31257,15,0
2148,35986,16,1
2713,19348,1,1
2713,5385,2,1
2713,40571,3,1
2713,19057,4,0
2713,5782,5,0
2713,27966,6,0
2713,27423,7,0
2713,24852,8,0
2713,40028,9,0
2713,36107,10,0
3001,34335,1,1
3001,21810,2,0
3001,37121,3,0
3001,31471,4,0
3001,9806,5,0
3001,24360,6,0
3001,4977,7,0
3001,7808,8,0
3001,31531,9,0
3517,32624,1,1
3517,30557,2,1
3517,26096,3,1
3517,21137,4,1
3517,19354,5,1
3517,49235,6,1
3517,41665,7,1
3517,27024,8,0
3517,21903,9,1
3889,34969,1,0
3889,33754,2,1
3889,4957,3,1
3889,24852,4,1
3889,27845,5,1
3889,13629,6,0
3889,21137,7,1
3889,47209,8,1
3988,46941,1,1
3988,14901,2,1
3988,33129,3,1
3988,14999,4,1
3988,48205,5,1
3988,651,6,1
3988,20073,7,1
3988,13176,8,1
3988,12218,9,1
3988,40742,10,1
3988,1612,11,1
3988,13541,12,1
3988,36988,13,1
4046,11344,1,1
