order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2621010,177001,prior,1,1,12,
2212735,177001,prior,2,1,11,14.0
443797,177001,prior,3,5,16,30.0
1277290,177001,prior,4,2,8,25.0
569738,177001,prior,5,1,10,20.0
16594,177001,prior,6,1,9,14.0
1940042,177001,prior,7,4,22,10.0
2113883,177001,prior,8,3,16,6.0
993360,177001,prior,9,2,12,6.0
65702,177001,prior,10,4,10,2.0
1166902,177001,prior,11,5,16,8.0
1358340,177001,prior,12,1,14,3.0
937687,177001,prior,13,1,15,14.0
2677237,177001,prior,14,2,13,8.0
161329,177001,prior,15,2,10,14.0
2808375,177001,prior,16,4,13,2.0
47158,177001,prior,17,3,14,20.0
3254984,177001,test,18,5,15,30.0
1743201,177002,prior,1,6,11,
2231473,177002,prior,2,5,9,6.0
2126765,177002,prior,3,6,8,8.0
2843164,177002,prior,4,1,16,9.0
3183130,177002,prior,5,6,0,5.0
1996003,177002,prior,6,0,17,15.0
2913446,177002,prior,7,0,17,0.0
1692855,177002,prior,8,6,11,6.0
1954429,177002,prior,9,1,16,30.0
3406979,177002,prior,10,0,10,30.0
2952075,177002,prior,11,2,18,16.0
3248983,177002,train,12,0,21,30.0
3134115,177003,prior,1,1,8,
335151,177003,prior,2,2,10,22.0
1753049,177003,prior,3,1,14,6.0
574818,177003,prior,4,4,13,10.0
2423487,177003,prior,5,2,13,26.0
2920625,177003,prior,6,1,10,13.0
933035,177003,prior,7,2,10,29.0
210072,177003,prior,8,2,10,28.0
2367733,177003,prior,9,3,12,22.0
1664045,177003,prior,10,1,13,26.0
1562708,177003,test,11,6,9,26.0
1141770,177004,prior,1,3,2,
1272830,177004,prior,2,2,14,6.0
13919,177004,prior,3,4,14,2.0
839141,177004,prior,4,1,12,4.0
1613793,177004,prior,5,2,14,8.0
283446,177004,prior,6,1,14,6.0
2492543,177004,prior,7,3,22,2.0
1262556,177004,prior,8,5,18,2.0
2847425,177004,prior,9,2,23,4.0
1271399,177004,prior,10,4,0,9.0
1514699,177004,prior,11,0,3,10.0
2546527,177004,prior,12,0,1,14.0
1088705,177004,prior,13,2,12,9.0
3282767,177004,prior,14,4,13,9.0
248206,177004,prior,15,6,23,9.0
911196,177004,prior,16,1,21,2.0
2253348,177004,prior,17,5,17,4.0
2036266,177004,prior,18,1,15,10.0
1826863,177004,prior,19,1,11,7.0
1458448,177004,prior,20,4,18,3.0
3343752,177004,prior,21,4,8,7.0
542495,177004,prior,22,1,12,4.0
921940,177004,prior,23,1,11,7.0
949879,177004,prior,24,1,22,7.0
2512796,177004,prior,25,3,0,9.0
1158163,177004,prior,26,4,8,8.0
70807,177004,prior,27,5,17,1.0
1291433,177004,prior,28,3,14,12.0
887628,177004,prior,29,2,17,6.0
2466321,177004,prior,30,4,15,2.0
1002885,177004,prior,31,3,16,13.0
3303807,177004,prior,32,4,21,1.0
1285327,177004,prior,33,1,13,4.0
963803,177004,prior,34,0,14,13.0
466421,177004,prior,35,3,10,17.0
1889881,177004,prior,36,2,15,6.0
1922519,177004,prior,37,4,13,9.0
1755417,177004,prior,38,0,13,10.0
103533,177004,prior,39,2,20,2.0
2578609,177004,prior,40,4,13,9.0
579598,177004,prior,41,4,16,7.0
2541214,177004,prior,42,3,18,13.0
2157703,177004,prior,43,3,18,0.0
492633,177004,prior,44,1,23,5.0
2309679,177004,prior,45,1,12,7.0
3178530,177004,prior,46,1,0,7.0
66703,177004,prior,47,3,9,2.0
688337,177004,prior,48,0,10,4.0
2515820,177004,prior,49,5,9,5.0
2148017,177004,prior,50,0,0,2.0
1298304,177004,prior,51,2,14,2.0
865000,177004,prior,52,0,21,5.0
414799,177004,prior,53,3,12,10.0
551507,177004,prior,54,6,22,17.0
159279,177004,prior,55,4,19,5.0
2996265,177004,test,56,0,22,3.0
170485,177005,prior,1,4,17,
833623,177005,prior,2,6,13,16.0
1863233,177005,prior,3,4,14,26.0
679212,177005,prior,4,2,14,19.0
904580,177005,prior,5,2,10,28.0
2606319,177005,prior,6,4,12,16.0
2339637,177005,prior,7,2,6,12.0
1763129,177005,prior,8,0,1,30.0
1419889,177005,train,9,0,2,30.0
1278897,177006,prior,1,4,17,
1397678,177006,prior,2,0,17,3.0
3237617,177006,prior,3,1,18,15.0
2726810,177006,prior,4,5,10,4.0
742206,177006,prior,5,0,8,2.0
226149,177006,prior,6,6,11,6.0
2234212,177006,prior,7,4,12,5.0
904657,177006,prior,8,0,13,3.0
2856778,177006,prior,9,6,10,6.0
568954,177006,prior,10,4,22,5.0
731484,177006,prior,11,2,12,12.0
152973,177006,prior,12,3,17,1.0
1369759,177006,prior,13,1,17,5.0
2364502,177006,prior,14,3,19,2.0
221749,177006,prior,15,1,19,5.0
518263,177006,prior,16,0,16,6.0
1126607,177006,prior,17,2,7,2.0
1402318,177006,prior,18,3,21,1.0
1240615,177006,prior,19,0,15,4.0
2192025,177006,prior,20,3,8,3.0
1323059,177006,prior,21,5,19,2.0
2241051,177006,prior,22,0,18,2.0
1611804,177006,prior,23,6,12,13.0
3370018,177006,prior,24,3,8,4.0
784727,177006,prior,25,0,8,4.0
3032055,177006,prior,26,3,9,3.0
878179,177006,prior,27,3,10,0.0
1160270,177006,prior,28,4,9,8.0
2601742,177006,prior,29,2,20,5.0
2697697,177006,prior,30,1,18,6.0
597630,177006,prior,31,6,16,5.0
2727325,177006,prior,32,3,11,11.0
3106161,177006,prior,33,3,10,7.0
3082662,177006,prior,34,5,17,2.0
2787969,177006,prior,35,1,17,10.0
338609,177006,prior,36,6,18,5.0
1272134,177006,prior,37,0,17,1.0
830322,177006,prior,38,4,8,4.0
2144424,177006,prior,39,3,13,6.0
2018528,177006,prior,40,3,20,7.0
2271969,177006,prior,41,2,20,6.0
607150,177006,prior,42,0,7,5.0
2803582,177006,prior,43,1,12,1.0
289918,177006,prior,44,1,12,0.0
41906,177006,prior,45,2,16,8.0
578944,177006,prior,46,1,6,13.0
845431,177006,prior,47,4,9,10.0
2801922,177006,prior,48,5,17,1.0
3115456,177006,prior,49,2,13,4.0
3001581,177006,prior,50,3,10,1.0
2853214,177006,prior,51,4,16,1.0
1104234,177006,prior,52,1,13,4.0
2750523,177006,prior,53,0,8,6.0
2839577,177006,prior,54,3,18,3.0
887019,177006,prior,55,6,16,3.0
1951822,177006,prior,56,3,17,4.0
1146850,177006,prior,57,6,15,3.0
447045,177006,prior,58,4,8,5.0
360836,177006,prior,59,0,10,3.0
1552931,177006,prior,60,5,8,5.0
715261,177006,prior,61,0,15,2.0
385221,177006,prior,62,3,17,3.0
493370,177006,prior,63,1,9,5.0
2596454,177006,prior,64,2,17,1.0
377693,177006,prior,65,4,16,2.0
2585371,177006,prior,66,0,12,3.0
1050792,177006,prior,67,4,8,4.0
2337953,177006,prior,68,0,15,3.0
1695841,177006,prior,69,4,16,4.0
44958,177006,prior,70,6,21,2.0
3347751,177006,prior,71,2,7,3.0
726913,177006,prior,72,5,14,3.0
