order_id,product_id,add_to_cart_order,reordered
80,10761,1,1
80,27845,2,1
80,42118,3,1
80,24852,4,1
80,23734,5,1
80,2295,6,1
80,26604,7,0
205,25146,1,1
205,28836,2,1
205,5785,3,1
316,5258,1,1
316,31805,2,1
316,196,3,1
316,12341,4,1
316,21573,5,1
316,36051,6,0
316,19828,7,0
475,8467,1,1
475,24852,2,1
475,9515,3,0
475,28204,4,0
475,48205,5,0
634,28204,1,1
634,45633,2,1
634,18362,3,1
634,16797,4,1
634,41690,5,0
634,2447,6,0
634,38689,7,1
730,26384,1,0
730,42828,2,1
730,30233,3,1
730,27966,4,1
730,5785,5,1
730,26723,6,1
730,28204,7,1
749,13488,1,0
749,29291,2,0
749,30041,3,0
749,26668,4,0
749,19003,5,0
749,17794,6,0
749,22935,7,0
749,24964,8,0
749,1999,9,0
749,28204,10,0
749,9365,11,0
749,37250,12,0
749,8670,13,0
749,41544,14,0
749,48287,15,0
749,42342,16,0
749,25020,17,0
1355,27307,1,1
1355,45064,2,1
1355,27845,3,1
1355,27360,4,1
1355,26043,5,1
1355,8204,6,1
1355,20955,7,1
1355,46453,8,1
1355,14168,9,1
1355,8815,10,1
1355,7600,11,1
1355,43611,12,1
1355,36046,13,1
1355,11568,14,1
1355,10761,15,1
1355,17303,16,1
1355,2692,17,1
1355,47098,18,1
1355,14159,19,1
1355,12508,20,1
1355,47672,21,1
1355,39719,22,1
1355,48205,23,1
1355,35042,24,0
1355,5456,25,1
1368,22035,1,1
1368,43713,2,1
1368,10753,3,1
1368,42265,4,0
1368,45066,5,1
1368,46823,6,1
1368,3717,7,1
1648,24852,1,1
1648,43154,2,1
1648,47977,3,1
1648,34487,4,1
1648,28748,5,1
1648,630,6,1
1648,37436,7,1
1648,22646,8,1
1648,47941,9,1
1648,38063,10,1
1648,11154,11,1
1648,22206,12,1
1648,29429,13,0
1648,43409,14,1
1648,588,15,0
1648,9007,16,1
1702,7821,1,0
1702,24852,2,1
1702,19007,3,1
1702,6300,4,1
1702,5959,5,1
1702,15322,6,1
1702,26914,7,1
1702,11629,8,1
1702,39619,9,0
1976,2879,1,1
1976,48946,2,1
1976,27086,3,1
1976,13712,4,1
2164,27845,1,1
2164,5393,2,1
2164,47766,3,1
2164,16349,4,0
2164,12932,5,0
2164,24852,6,1
2330,14057,1,1
2330,8727,2,1
2330,44282,3,0
2330,17905,4,0
2330,12118,5,1
2330,19765,6,1
2330,48744,7,1
2330,24964,8,1
2330,3957,9,1
2330,3583,10,1
2330,13176,11,0
2330,31869,12,1
2330,21137,13,0
2330,39928,14,0
2330,22825,15,0
2330,21903,16,1
2330,45063,17,1
2330,14966,18,0
2330,47512,19,1
2330,20115,20,0
2330,21681,21,0
2330,10749,22,1
2330,20114,23,1
2330,19087,24,1
2330,38777,25,0
2635,43961,1,1
2635,12384,2,1
2635,17949,3,1
2635,34969,4,1
2635,40878,5,1
2635,25199,6,1
2635,1994,7,1
2635,375,8,1
2635,46676,9,1
2635,37792,10,1
2635,35629,11,1
2635,31343,12,1
2635,2658,13,1
2635,31927,14,1
2906,44359,1,1
3007,34127,1,1
3007,27966,2,1
3007,9810,3,1
3007,10070,4,1
3007,24253,5,1
3007,48205,6,1
3007,37066,7,1
3007,13252,8,1
3007,3042,9,1
3007,42356,10,0
3007,23288,11,1
3007,4210,12,1
3007,47660,13,1
3007,4006,14,1
3007,20608,15,1
3112,41836,1,1
3112,32020,2,0
3386,21326,1,1
3386,34,2,1
3386,45416,3,0
3386,3957,4,1
3386,7503,5,0
3386,37787,6,1
3494,17795,1,0
3494,23233,2,1
3494,27511,3,1
3494,790,4,1
3494,48205,5,0
3494,23644,6,0
3656,28044,1,1
3656,8859,2,1
3656,5539,3,1
3976,14668,1,1
3976,49605,2,1
3976,10448,3,1
3976,22788,4,1
3976,28571,5,1
4200,39332,1,0
4200,40688,2,0
4607,19570,1,1
4607,47229,2,1
4607,36981,3,1
4607,14336,4,1
4607,31102,5,1
4607,15123,6,1
4607,45447,7,1
4607,45645,8,1
4607,24153,9,1
4607,4524,10,1
4607,15902,11,1
4607,22829,12,1
4607,31574,13,1
4607,46662,14,1
4607,39649,15,1
4607,5723,16,1
4607,41455,17,1
4607,22920,18,1
4607,2878,19,0
4607,43961,20,1
4607,48057,21,0
4607,43263,22,0
4881,23634,1,1
4881,37709,2,1
5269,45674,1,1
5269,7901,2,1
5269,5716,3,1
5269,23734,4,0
5269,24053,5,0
5269,33184,6,0
5269,22656,7,0
5276,19894,1,0
5276,24838,2,1
5276,48075,3,1
5276,41890,4,1
5276,35431,5,1
5276,32052,6,1
5276,33303,7,1
5475,28156,1,0
5475,44359,2,1
5475,1411,3,1
5475,29067,4,0
5475,26230,5,1
5475,26756,6,1
5475,47209,7,0
5475,14642,8,1
5475,20178,9,1
5475,37496,10,1
5475,7325,11,0
5475,40310,12,0
5770,13605,1,0
5770,36332,2,0
5770,2314,3,0
5770,15261,4,0
5770,31392,5,0
5770,44008,6,0
5770,47591,7,0
5770,35765,8,0
5829,10,1,1
5829,18234,2,1
