order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3256460,195001,prior,1,0,15,
962201,195001,prior,2,0,21,14.0
3061085,195001,prior,3,0,15,14.0
3260963,195001,prior,4,6,17,27.0
521365,195001,prior,5,6,22,0.0
2451052,195001,prior,6,6,20,30.0
2482623,195001,prior,7,0,14,30.0
2739870,195001,prior,8,6,13,13.0
2543269,195001,prior,9,0,18,8.0
2245306,195001,prior,10,0,12,28.0
562039,195001,prior,11,6,16,6.0
2495440,195001,prior,12,0,16,8.0
2514879,195001,prior,13,5,13,19.0
2559630,195001,prior,14,3,16,12.0
950219,195001,prior,15,2,20,30.0
2016911,195001,prior,16,0,17,19.0
404330,195001,prior,17,2,13,23.0
426964,195001,prior,18,6,14,25.0
736473,195001,prior,19,5,15,13.0
36849,195001,train,20,6,15,22.0
123841,195002,prior,1,6,19,
1665585,195002,prior,2,6,13,21.0
2240278,195002,prior,3,0,8,15.0
573769,195002,prior,4,5,21,19.0
825738,195002,prior,5,6,18,29.0
2339703,195002,prior,6,6,18,14.0
811173,195002,prior,7,1,15,9.0
1418946,195002,train,8,1,19,14.0
2263479,195003,prior,1,0,20,
2881253,195003,prior,2,0,20,7.0
136237,195003,prior,3,3,6,17.0
153198,195003,prior,4,1,8,12.0
3233114,195003,prior,5,0,7,6.0
480835,195003,prior,6,0,19,7.0
2799659,195003,prior,7,1,22,15.0
1076673,195003,prior,8,1,18,21.0
236176,195003,prior,9,1,17,30.0
190775,195003,prior,10,1,8,14.0
2370045,195003,prior,11,2,7,8.0
142721,195003,prior,12,2,11,30.0
2239424,195003,prior,13,2,8,21.0
2111567,195003,test,14,1,8,27.0
367883,195004,prior,1,6,16,
2844635,195004,prior,2,0,13,15.0
3388800,195004,prior,3,1,11,1.0
2234933,195004,prior,4,6,15,5.0
2320447,195004,prior,5,6,15,7.0
2165993,195004,prior,6,6,18,14.0
1096648,195004,prior,7,3,11,11.0
1365799,195004,prior,8,6,15,10.0
1248267,195004,prior,9,4,20,12.0
662499,195004,prior,10,4,22,7.0
3044307,195004,prior,11,0,8,30.0
617568,195004,prior,12,0,9,21.0
1491127,195004,prior,13,6,15,30.0
3354271,195004,prior,14,0,17,15.0
1855275,195004,prior,15,6,7,13.0
3026761,195004,prior,16,3,20,4.0
611958,195004,prior,17,1,17,5.0
1747630,195004,prior,18,1,11,14.0
2445404,195004,prior,19,4,10,17.0
1113553,195004,prior,20,0,9,24.0
555300,195004,test,21,0,10,28.0
2562446,195005,prior,1,0,10,
1220397,195005,prior,2,0,11,7.0
1171195,195005,prior,3,2,12,23.0
2435578,195005,prior,4,2,14,28.0
2125981,195005,train,5,3,12,8.0
122649,195006,prior,1,2,11,
2975267,195006,prior,2,2,9,7.0
350629,195006,prior,3,2,16,7.0
1082356,195006,prior,4,6,17,18.0
1858792,195006,prior,5,1,11,9.0
2454388,195006,prior,6,3,12,2.0
1148855,195006,prior,7,0,14,4.0
449205,195006,prior,8,0,13,7.0
3063387,195006,prior,9,3,14,3.0
3357718,195006,prior,10,0,11,4.0
1690235,195006,prior,11,2,14,2.0
2626825,195006,prior,12,4,16,9.0
2527023,195006,prior,13,0,16,3.0
2972489,195006,prior,14,1,16,8.0
3241645,195006,prior,15,4,10,3.0
130329,195006,prior,16,1,11,4.0
3384561,195006,test,17,4,12,3.0
1418969,195007,prior,1,4,16,
1806646,195007,prior,2,3,17,6.0
2909050,195007,prior,3,0,8,4.0
2319568,195007,prior,4,5,11,5.0
657888,195007,prior,5,4,19,6.0
3337157,195007,prior,6,1,19,11.0
3287500,195007,prior,7,5,10,11.0
613066,195007,prior,8,0,16,9.0
2227697,195007,prior,9,3,17,3.0
2208288,195007,prior,10,4,16,8.0
245413,195007,prior,11,6,14,9.0
1456228,195007,prior,12,3,20,4.0
1123041,195007,prior,13,2,11,6.0
1444343,195007,prior,14,2,17,7.0
182454,195007,prior,15,3,14,15.0
538977,195007,prior,16,3,14,21.0
1911229,195007,prior,17,5,20,2.0
1084994,195007,prior,18,4,17,6.0
764072,195007,prior,19,3,18,6.0
2744934,195007,prior,20,5,19,2.0
3061957,195007,prior,21,5,10,7.0
2618426,195007,prior,22,2,19,4.0
1801225,195007,prior,23,1,17,6.0
770714,195007,prior,24,5,15,11.0
3083970,195007,prior,25,6,9,8.0
696992,195007,prior,26,2,14,3.0
1599636,195007,prior,27,1,18,13.0
37256,195007,prior,28,2,12,8.0
2024665,195007,prior,29,3,13,1.0
2348791,195007,prior,30,4,10,8.0
1514263,195007,prior,31,5,19,15.0
2967230,195007,prior,32,1,17,3.0
1962823,195007,prior,33,5,19,4.0
2379909,195007,prior,34,6,14,8.0
749363,195007,prior,35,4,19,5.0
1364455,195007,prior,36,2,17,5.0
129520,195007,prior,37,4,14,9.0
1119507,195007,prior,38,1,15,4.0
1015728,195007,prior,39,4,15,17.0
615603,195007,prior,40,6,11,2.0
916528,195007,prior,41,6,18,7.0
1870163,195007,prior,42,1,19,23.0
2286594,195007,prior,43,5,13,4.0
1989525,195007,prior,44,2,12,4.0
1090357,195007,prior,45,0,10,5.0
1604483,195007,prior,46,6,16,6.0
3130976,195007,train,47,3,14,30.0
503302,195008,prior,1,3,13,
3160446,195008,prior,2,3,13,30.0
3202612,195008,prior,3,3,11,21.0
795711,195008,prior,4,3,15,30.0
3289326,195008,prior,5,1,13,5.0
26572,195008,prior,6,0,16,20.0
2820251,195008,prior,7,1,15,15.0
653631,195008,prior,8,0,14,13.0
2507050,195008,prior,9,6,10,30.0
1356394,195008,prior,10,0,10,30.0
2275159,195008,train,11,1,21,29.0
2519433,195009,prior,1,0,16,
878759,195009,prior,2,0,11,21.0
1048500,195009,prior,3,6,9,13.0
2984889,195009,prior,4,1,19,30.0
2736198,195009,prior,5,4,16,17.0
2697903,195009,prior,6,1,10,30.0
2799033,195009,train,7,6,8,5.0
674390,195010,prior,1,3,18,
2871445,195010,prior,2,1,16,26.0
1596507,195010,prior,3,2,7,22.0
292704,195010,prior,4,3,14,8.0
735845,195010,prior,5,2,10,6.0
1193519,195010,prior,6,4,10,9.0
443921,195010,prior,7,2,7,12.0
1890930,195010,prior,8,4,10,16.0
1090553,195010,prior,9,0,14,17.0
775661,195010,prior,10,2,13,23.0
3276543,195010,train,11,4,18,16.0
2879750,195011,prior,1,5,18,
395765,195011,prior,2,6,16,8.0
1592986,195011,prior,3,6,22,7.0
127613,195011,train,4,5,22,13.0
1474253,195012,prior,1,6,11,
348088,195012,prior,2,4,17,5.0
2176875,195012,prior,3,0,15,10.0
832675,195012,prior,4,0,10,21.0
2430784,195012,prior,5,1,20,15.0
2729923,195012,prior,6,0,12,6.0
855755,195012,prior,7,0,21,21.0
2837771,195012,prior,8,5,10,12.0
601759,195012,prior,9,0,14,9.0
1703259,195012,prior,10,5,17,19.0
3120199,195012,prior,11,4,20,13.0
3259473,195012,prior,12,5,20,8.0
2832635,195012,prior,13,3,20,5.0
1765324,195012,prior,14,0,11,11.0
1625153,195012,prior,15,1,11,1.0
1947032,195012,prior,16,4,18,3.0
3234673,195012,prior,17,6,9,2.0
774700,195012,prior,18,1,14,2.0
1053978,195012,prior,19,6,20,12.0
3146221,195012,prior,20,3,14,11.0
1828575,195012,prior,21,0,19,4.0
2666758,195012,prior,22,2,19,9.0
1570802,195012,prior,23,0,4,5.0
1978652,195012,prior,24,1,17,8.0
2700420,195012,prior,25,4,18,3.0
940624,195012,prior,26,6,16,9.0
216602,195012,prior,27,0,12,1.0
2062803,195012,prior,28,6,13,6.0
2366647,195012,prior,29,0,16,1.0
1446594,195012,prior,30,5,13,5.0
1204435,195012,prior,31,5,19,0.0
896029,195012,prior,32,5,18,7.0
668250,195012,prior,33,1,18,3.0
870372,195012,prior,34,4,12,3.0
855412,195012,prior,35,6,12,2.0
79556,195012,prior,36,1,11,2.0
1935049,195012,prior,37,5,6,4.0
306790,195012,prior,38,1,14,3.0
2088933,195012,prior,39,2,20,1.0
331925,195012,prior,40,6,14,11.0
1806080,195012,prior,41,6,14,14.0
775700,195012,prior,42,1,19,2.0
2422669,195012,prior,43,2,12,8.0
3246638,195012,prior,44,6,9,11.0
3293855,195012,prior,45,6,15,0.0
2803599,195012,prior,46,4,20,12.0
874156,195012,prior,47,0,19,3.0
3234511,195012,prior,48,6,16,6.0
241114,195012,prior,49,6,16,0.0
1732917,195012,prior,50,0,16,8.0
621378,195012,prior,51,3,22,3.0
3110678,195012,prior,52,3,21,7.0
2606427,195012,prior,53,0,13,4.0
27403,195012,prior,54,6,17,13.0
3413737,195012,train,55,6,22,0.0
3304347,195013,prior,1,4,10,
719727,195013,prior,2,5,11,30.0
1000594,195013,prior,3,0,12,30.0
1891978,195013,train,4,2,14,30.0
927589,195014,prior,1,0,18,
2863588,195014,prior,2,6,21,30.0
2621307,195014,prior,3,6,22,7.0
2553634,195014,prior,4,1,21,2.0
626035,195014,prior,5,5,16,4.0
252979,195014,prior,6,2,16,4.0
2359056,195014,prior,7,6,18,4.0
2453712,195014,prior,8,2,21,3.0
3296524,195014,prior,9,3,23,1.0
1203060,195014,prior,10,6,9,3.0
1729479,195014,prior,11,1,12,2.0
2242202,195014,prior,12,3,10,2.0
1719669,195014,prior,13,0,13,4.0
318307,195014,prior,14,2,13,2.0
2766988,195014,prior,15,1,23,6.0
2291257,195014,prior,16,6,23,12.0
73110,195014,prior,17,4,8,30.0
2908983,195014,prior,18,1,17,30.0
944689,195014,prior,19,1,12,7.0
172063,195014,prior,20,4,13,10.0
2124743,195014,prior,21,0,16,10.0
1527640,195014,prior,22,0,15,7.0
1112255,195014,test,23,5,21,26.0
1977015,195015,prior,1,5,17,
801923,195015,prior,2,0,17,23.0
973301,195015,prior,3,1,14,22.0
1950023,195015,prior,4,5,11,30.0
2629395,195015,prior,5,0,11,2.0
3025900,195015,prior,6,0,12,7.0
1760143,195015,prior,7,2,22,2.0
1021315,195015,prior,8,0,10,5.0
869711,195015,prior,9,2,21,2.0
2213725,195015,prior,10,1,20,6.0
283118,195015,prior,11,5,8,18.0
301340,195015,prior,12,0,10,2.0
2230370,195015,prior,13,5,8,12.0
997291,195015,prior,14,2,19,4.0
1057738,195015,prior,15,0,14,5.0
1422980,195015,prior,16,1,15,8.0
43558,195015,prior,17,6,13,5.0
123146,195015,prior,18,6,9,7.0
1940361,195015,prior,19,5,16,13.0
3035282,195015,prior,20,1,16,3.0
2227986,195015,prior,21,5,15,11.0
303584,195015,prior,22,0,14,9.0
2810518,195015,prior,23,4,13,4.0
2371156,195015,prior,24,3,21,13.0
1687700,195015,prior,25,5,19,2.0
826737,195015,prior,26,2,21,4.0
