order_id,product_id,add_to_cart_order,reordered
701,34466,1,1
701,24852,2,1
701,44275,3,1
701,21903,4,1
701,21392,5,1
701,47766,6,1
701,30391,7,1
701,28576,8,1
1346,1529,1,1
1346,21616,2,0
1346,8277,3,1
1346,28373,4,1
1346,17794,5,1
1346,12576,6,1
1346,44987,7,1
1346,32465,8,1
1346,16797,9,1
1346,14992,10,1
1346,22935,11,1
1346,8518,12,1
1346,5769,13,1
1516,41004,1,0
1516,27344,2,1
1516,46906,3,1
1949,10212,1,0
1949,49616,2,0
1949,29103,3,0
2019,24852,1,1
2019,27845,2,1
2019,26165,3,0
2019,22833,4,0
2019,30489,5,0
2019,31040,6,0
2019,13198,7,0
2019,13640,8,0
2317,432,1,0
2317,37188,2,0
2317,23630,3,0
2317,2732,4,0
2317,40063,5,0
2317,5194,6,0
2317,21709,7,0
2477,18441,1,0
2477,5077,2,1
2477,2855,3,0
2477,19304,4,1
2477,17706,5,1
2477,13176,6,1
2477,2716,7,1
2477,30233,8,1
2477,32647,9,1
2477,36735,10,1
2477,34243,11,1
2477,37646,12,1
2477,28597,13,1
2477,36082,14,1
3286,24852,1,1
3286,42404,2,0
3286,17807,3,0
3286,38293,4,0
3286,49111,5,0
3286,39275,6,0
3286,45393,7,0
3286,10112,8,0
3286,37825,9,0
3286,8251,10,0
3286,4106,11,0
3286,29453,12,0
3286,1025,13,0
3286,5194,14,0
3286,5449,15,0
3286,26298,16,0
3286,19046,17,0
3286,44787,18,0
3286,26790,19,0
3286,5114,20,0
3286,17957,21,0
3301,31717,1,0
3301,39468,2,0
3301,26036,3,1
3301,35376,4,1
3301,8912,5,1
3301,30529,6,1
3301,42450,7,1
3301,32106,8,1
3301,18243,9,1
3301,20631,10,1
3301,35302,11,1
3301,49235,12,1
3301,48171,13,1
3301,26165,14,1
3301,6669,15,1
3301,47209,16,1
3301,8859,17,1
3301,43221,18,1
3496,22825,1,0
3496,30639,2,1
3496,26096,3,1
3496,11130,4,0
3496,35168,5,1
3496,44262,6,0
3496,12060,7,1
3496,21527,8,0
3496,47823,9,1
3730,13176,1,1
3730,5876,2,1
3730,48781,3,1
3730,45007,4,1
3730,22935,5,0
3730,45535,6,0
3730,2314,7,1
3730,21903,8,0
3730,15613,9,1
3730,8174,10,0
3730,17794,11,0
3730,12206,12,0
3730,3599,13,0
3730,46979,14,1
3730,4462,15,0
3730,2552,16,0
3730,26701,17,0
3730,13660,18,0
3730,40063,19,0
3730,44201,20,0
3730,11046,21,0
