order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2351754,24001,prior,1,6,9,
937095,24001,prior,2,2,18,24.0
2601060,24001,prior,3,0,11,5.0
2099362,24001,prior,4,4,18,4.0
3249322,24001,prior,5,1,12,4.0
3269832,24001,prior,6,5,15,11.0
364894,24001,prior,7,6,19,15.0
173279,24001,prior,8,0,11,30.0
795443,24001,prior,9,2,9,9.0
2465809,24001,prior,10,4,16,23.0
2098943,24001,prior,11,5,9,30.0
3227893,24001,prior,12,5,15,28.0
2855157,24001,prior,13,4,16,6.0
1728404,24001,prior,14,0,6,17.0
600170,24001,prior,15,0,9,14.0
2073632,24001,prior,16,4,8,4.0
611572,24001,prior,17,5,19,8.0
1140254,24001,test,18,5,7,7.0
1101219,24002,prior,1,1,18,
906203,24002,prior,2,0,17,30.0
289832,24002,prior,3,6,9,30.0
25780,24002,prior,4,2,17,10.0
2825740,24002,prior,5,0,7,30.0
1655031,24002,prior,6,3,15,30.0
1526853,24002,train,7,6,16,10.0
1013835,24003,prior,1,5,17,
2217775,24003,prior,2,4,17,6.0
3324070,24003,prior,3,2,19,5.0
740721,24003,prior,4,6,18,4.0
1951625,24003,prior,5,4,19,5.0
3060664,24003,prior,6,5,10,15.0
485701,24003,prior,7,1,20,10.0
3244704,24003,prior,8,4,18,17.0
2208949,24003,prior,9,3,17,20.0
1918136,24003,prior,10,0,18,30.0
3204734,24003,prior,11,5,17,12.0
40456,24003,prior,12,0,13,9.0
318717,24003,prior,13,0,18,7.0
1591258,24003,prior,14,2,15,16.0
2286776,24003,prior,15,1,12,20.0
92839,24003,prior,16,1,13,0.0
2307915,24003,prior,17,2,17,22.0
566143,24003,prior,18,2,19,7.0
2425233,24003,prior,19,4,20,2.0
861513,24003,prior,20,2,17,12.0
3237396,24003,prior,21,0,15,30.0
593099,24003,train,22,0,14,14.0
837780,24004,prior,1,6,14,
2246144,24004,prior,2,2,21,30.0
851097,24004,prior,3,6,9,30.0
739042,24004,prior,4,6,10,30.0
229236,24004,train,5,1,9,30.0
129123,24005,prior,1,3,21,
1001969,24005,prior,2,5,10,9.0
2958061,24005,prior,3,3,2,5.0
2148311,24005,test,4,3,6,7.0
1193476,24006,prior,1,0,9,
2849958,24006,prior,2,2,15,2.0
1221153,24006,prior,3,2,15,30.0
1324846,24006,test,4,5,17,30.0
423213,24007,prior,1,6,8,
3266701,24007,prior,2,1,14,2.0
1377901,24007,prior,3,2,18,1.0
1432855,24007,prior,4,1,18,6.0
686809,24007,train,5,4,12,30.0
2043963,24008,prior,1,0,19,
1279130,24008,prior,2,3,13,17.0
1099417,24008,prior,3,3,13,14.0
1145086,24008,prior,4,2,13,6.0
2585275,24008,prior,5,3,14,15.0
106432,24008,prior,6,2,12,30.0
3243324,24008,prior,7,3,16,22.0
3175036,24008,prior,8,0,17,4.0
1098590,24008,train,9,4,9,4.0
3266918,24009,prior,1,3,16,
1888374,24009,prior,2,2,20,6.0
3061182,24009,prior,3,6,13,11.0
260123,24009,prior,4,1,19,23.0
2347628,24009,prior,5,6,15,12.0
330236,24009,prior,6,6,12,30.0
3285293,24009,prior,7,2,16,10.0
1670098,24009,prior,8,4,19,30.0
2771979,24009,prior,9,2,9,26.0
534270,24009,prior,10,4,14,16.0
2455235,24009,prior,11,5,16,8.0
873462,24009,prior,12,0,9,9.0
1924082,24009,prior,13,4,17,11.0
124299,24009,prior,14,3,19,6.0
768574,24009,prior,15,5,18,2.0
3000987,24009,train,16,5,18,7.0
3171739,24010,prior,1,0,14,
2691729,24010,prior,2,3,19,10.0
621523,24010,prior,3,6,18,30.0
1592452,24010,prior,4,6,16,30.0
930524,24010,prior,5,6,19,28.0
785889,24010,prior,6,0,13,22.0
1203462,24010,prior,7,1,19,22.0
