order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2202093,98001,prior,1,2,15,
398000,98001,prior,2,1,21,30.0
185897,98001,prior,3,4,13,3.0
2585565,98001,prior,4,5,23,8.0
72610,98001,prior,5,3,22,19.0
3126370,98001,prior,6,3,15,30.0
417947,98001,prior,7,3,22,14.0
3265814,98001,prior,8,4,0,1.0
1240054,98001,prior,9,6,2,2.0
1493784,98001,prior,10,6,12,0.0
2217250,98001,test,11,2,14,30.0
2553825,98002,prior,1,4,18,
1225058,98002,prior,2,4,9,30.0
517102,98002,prior,3,4,14,14.0
2062,98002,prior,4,2,16,5.0
1962292,98002,test,5,3,15,30.0
2466421,98003,prior,1,2,13,
3142544,98003,prior,2,4,13,30.0
1635241,98003,prior,3,1,15,18.0
2558895,98003,prior,4,1,15,30.0
1357265,98003,prior,5,5,15,30.0
1587966,98003,prior,6,5,13,30.0
451463,98003,test,7,4,12,30.0
2903276,98004,prior,1,0,14,
737887,98004,prior,2,0,10,7.0
921628,98004,prior,3,6,9,6.0
120124,98004,prior,4,5,19,6.0
876735,98004,prior,5,6,18,1.0
1865557,98004,prior,6,2,18,3.0
779992,98004,prior,7,5,18,3.0
1440002,98004,prior,8,6,13,8.0
3046507,98004,prior,9,2,19,3.0
1655040,98004,prior,10,0,12,5.0
2414344,98004,prior,11,5,20,5.0
3059206,98004,prior,12,5,17,14.0
3331821,98004,prior,13,1,12,3.0
612575,98004,prior,14,0,9,6.0
699845,98004,prior,15,5,18,5.0
1583797,98004,prior,16,6,9,1.0
2533656,98004,prior,17,5,17,6.0
2793550,98004,prior,18,5,19,14.0
1644097,98004,prior,19,6,8,22.0
1232480,98004,prior,20,3,17,11.0
1946985,98004,prior,21,4,19,8.0
2998860,98004,prior,22,0,15,10.0
152283,98004,prior,23,4,16,4.0
2079053,98004,prior,24,6,10,9.0
2943903,98004,prior,25,6,8,14.0
2446085,98004,prior,26,6,8,14.0
193586,98004,prior,27,6,8,14.0
2994073,98004,prior,28,2,17,3.0
1000812,98004,prior,29,0,15,12.0
979203,98004,prior,30,6,13,27.0
3122184,98004,prior,31,0,15,15.0
212202,98004,prior,32,6,14,6.0
2669578,98004,prior,33,6,11,14.0
2680992,98004,prior,34,6,12,0.0
2524096,98004,prior,35,6,12,0.0
2654544,98004,prior,36,6,19,14.0
2771039,98004,prior,37,4,18,5.0
280041,98004,prior,38,1,10,18.0
2067405,98004,prior,39,2,16,1.0
814634,98004,train,40,6,18,30.0
3009805,98005,prior,1,3,16,
3270305,98005,prior,2,0,19,30.0
1066190,98005,prior,3,0,14,21.0
1383121,98005,prior,4,1,10,15.0
3214482,98005,prior,5,1,10,0.0
1219601,98005,prior,6,4,17,10.0
994594,98005,prior,7,4,21,0.0
2819685,98005,prior,8,3,16,20.0
2876414,98005,prior,9,4,12,22.0
1560564,98005,prior,10,0,16,10.0
2418761,98005,prior,11,2,10,9.0
845281,98005,prior,12,5,19,10.0
1576483,98005,prior,13,1,17,17.0
498714,98005,prior,14,5,16,11.0
390152,98005,prior,15,5,19,14.0
2939212,98005,prior,16,1,13,3.0
3136425,98005,prior,17,0,19,13.0
1916138,98005,prior,18,6,16,13.0
1912925,98005,prior,19,5,15,6.0
192497,98005,prior,20,4,16,6.0
2395773,98005,prior,21,5,9,22.0
3342011,98005,prior,22,6,14,22.0
91671,98005,prior,23,5,14,13.0
3334662,98005,prior,24,0,13,16.0
1262731,98005,prior,25,2,12,30.0
382529,98005,test,26,6,14,11.0
2978958,98006,prior,1,1,14,
1326128,98006,prior,2,2,19,22.0
1534499,98006,prior,3,5,14,10.0
818768,98006,train,4,4,8,30.0
856240,98007,prior,1,4,10,
645900,98007,prior,2,1,17,4.0
2368125,98007,prior,3,2,10,15.0
346738,98007,train,4,1,18,6.0
2588425,98008,prior,1,3,16,
2999950,98008,prior,2,1,14,30.0
3102408,98008,prior,3,1,15,0.0
1653334,98008,prior,4,6,9,5.0
585418,98008,test,5,4,9,12.0
1560743,98009,prior,1,3,19,
2137090,98009,prior,2,2,16,13.0
835065,98009,prior,3,1,19,30.0
1847307,98009,prior,4,6,14,5.0
270390,98009,prior,5,0,9,8.0
1014049,98009,prior,6,0,14,7.0
1012256,98009,prior,7,6,13,6.0
2066555,98009,prior,8,0,14,1.0
1607463,98009,prior,9,0,15,21.0
1718953,98009,prior,10,4,14,11.0
136931,98009,test,11,6,10,30.0
279489,98010,prior,1,2,8,
3089236,98010,prior,2,3,22,22.0
2117940,98010,prior,3,0,1,30.0
2454821,98010,train,4,0,15,30.0
1391239,98011,prior,1,2,12,
1228912,98011,prior,2,0,19,12.0
525522,98011,prior,3,4,9,30.0
1593475,98011,prior,4,3,11,30.0
2895132,98011,test,5,2,9,13.0
1289143,98012,prior,1,4,12,
2452211,98012,prior,2,1,12,4.0
1689791,98012,prior,3,5,13,30.0
680073,98012,prior,4,1,13,24.0
3078667,98012,prior,5,6,18,5.0
2369329,98012,train,6,0,12,1.0
2679538,98013,prior,1,4,17,
964684,98013,prior,2,0,11,30.0
1509492,98013,prior,3,3,21,10.0
2532144,98013,prior,4,3,12,14.0
3403252,98013,prior,5,4,11,1.0
3207108,98013,prior,6,5,10,30.0
2139496,98013,test,7,3,0,30.0
3236753,98014,prior,1,2,15,
3381895,98014,prior,2,5,14,30.0
2416588,98014,prior,3,4,11,6.0
3139561,98014,prior,4,1,10,25.0
2032954,98014,prior,5,5,14,30.0
1200718,98014,train,6,6,20,30.0
2578073,98015,prior,1,5,11,
3161454,98015,prior,2,3,8,30.0
3088820,98015,prior,3,2,18,30.0
1743548,98015,prior,4,6,10,11.0
120460,98015,prior,5,0,10,8.0
1114302,98015,prior,6,2,12,23.0
1453492,98015,prior,7,0,14,19.0
505213,98015,prior,8,5,11,19.0
755307,98015,prior,9,3,8,30.0
311346,98015,train,10,0,18,30.0
1120957,98016,prior,1,3,10,
1777365,98016,prior,2,0,9,11.0
1392715,98016,prior,3,0,10,7.0
1110975,98016,prior,4,2,13,9.0
28735,98016,prior,5,1,14,6.0
1462837,98016,prior,6,0,11,6.0
1678380,98016,prior,7,0,10,7.0
2510594,98016,prior,8,1,13,15.0
1305077,98016,prior,9,1,13,14.0
1508520,98016,prior,10,3,14,9.0
1404672,98016,prior,11,0,12,11.0
64460,98016,prior,12,1,13,8.0
860132,98016,prior,13,1,10,21.0
1676245,98016,prior,14,0,15,30.0
513964,98016,prior,15,1,15,30.0
282994,98016,prior,16,3,15,9.0
218454,98016,prior,17,1,14,5.0
1530553,98016,prior,18,1,15,7.0
3093842,98016,prior,19,3,14,16.0
693431,98016,prior,20,1,17,5.0
1741722,98016,prior,21,1,15,7.0
2597960,98016,prior,22,0,17,13.0
1596043,98016,prior,23,1,15,8.0
3354254,98016,train,24,1,14,28.0
54945,98017,prior,1,3,18,
1417172,98017,prior,2,1,17,26.0
1779342,98017,prior,3,6,17,5.0
344429,98017,prior,4,1,12,23.0
951663,98017,prior,5,0,20,20.0
1705262,98017,train,6,2,12,30.0
329329,98018,prior,1,6,13,
2965756,98018,prior,2,0,14,1.0
2299030,98018,prior,3,6,17,6.0
3111334,98018,prior,4,0,13,8.0
1561029,98018,prior,5,1,8,29.0
3326742,98018,prior,6,6,10,12.0
2517255,98018,prior,7,0,14,8.0
875016,98018,prior,8,5,20,12.0
1311048,98018,prior,9,6,13,15.0
599897,98018,prior,10,2,19,10.0
3318644,98018,prior,11,2,10,21.0
2946739,98018,prior,12,1,20,30.0
344333,98018,prior,13,6,14,5.0
2680292,98018,prior,14,0,19,22.0
2133631,98018,prior,15,5,17,30.0
1684988,98018,prior,16,1,10,3.0
491514,98018,prior,17,0,14,6.0
112282,98018,prior,18,1,18,15.0
3351086,98018,prior,19,6,13,19.0
2684393,98018,prior,20,4,10,5.0
3235682,98018,prior,21,2,19,5.0
3352346,98018,prior,22,6,11,11.0
723131,98018,prior,23,1,14,9.0
2569135,98018,prior,24,1,13,7.0
2287635,98018,prior,25,3,14,16.0
1725723,98018,prior,26,4,15,8.0
3035173,98018,prior,27,4,8,7.0
155931,98018,test,28,4,17,7.0
791601,98019,prior,1,4,12,
2912674,98019,prior,2,1,15,4.0
610138,98019,prior,3,0,17,6.0
2881149,98019,prior,4,1,10,8.0
2676513,98019,prior,5,5,13,4.0
2780482,98019,prior,6,6,13,8.0
1339498,98019,prior,7,4,12,5.0
2192852,98019,prior,8,2,13,12.0
1913602,98019,prior,9,6,10,18.0
387187,98019,prior,10,0,16,8.0
3275446,98019,prior,11,3,13,10.0
1645908,98019,test,12,6,21,24.0
23569,98020,prior,1,1,16,
2137907,98020,prior,2,1,10,7.0
2836177,98020,prior,3,5,10,11.0
550446,98020,prior,4,5,11,14.0
3245976,98020,prior,5,6,16,8.0
1485889,98020,prior,6,0,16,8.0
1894010,98020,prior,7,6,11,6.0
39078,98020,prior,8,3,20,11.0
2983963,98020,prior,9,2,22,20.0
2004194,98020,prior,10,1,10,20.0
3377647,98020,prior,11,0,19,13.0
2743369,98020,prior,12,5,11,5.0
872326,98020,prior,13,4,9,13.0
614054,98020,prior,14,2,11,12.0
1404703,98020,prior,15,0,16,5.0
1977793,98020,prior,16,0,12,28.0
3414589,98020,train,17,3,15,30.0
1421954,98021,prior,1,4,16,
2455368,98021,prior,2,3,15,13.0
1830215,98021,prior,3,2,16,6.0
827143,98021,train,4,2,15,7.0
1887134,98022,prior,1,4,8,
573930,98022,prior,2,6,16,9.0
568523,98022,prior,3,3,18,11.0
553919,98022,prior,4,0,20,11.0
118516,98022,prior,5,2,7,2.0
126406,98022,prior,6,1,8,6.0
483797,98022,prior,7,2,8,8.0
960497,98022,prior,8,2,8,21.0
3372522,98022,prior,9,0,8,5.0
1351087,98022,prior,10,5,7,12.0
536874,98022,prior,11,5,8,7.0
1782541,98022,prior,12,6,10,30.0
2628398,98022,prior,13,0,9,8.0
3150510,98022,prior,14,6,8,13.0
1464355,98022,prior,15,6,14,7.0
1917033,98022,prior,16,6,19,14.0
1915601,98022,prior,17,6,14,7.0
2561260,98022,prior,18,5,23,6.0
457758,98022,prior,19,5,12,14.0
1626317,98022,prior,20,4,7,6.0
499886,98022,train,21,5,18,8.0
2690049,98023,prior,1,0,11,
2713640,98023,prior,2,0,10,7.0
1448685,98023,prior,3,0,12,30.0
803704,98023,prior,4,0,14,30.0
1058996,98023,train,5,1,12,30.0
2447282,98024,prior,1,2,9,
3233239,98024,prior,2,6,20,11.0
1426362,98024,prior,3,4,11,12.0
3249810,98024,prior,4,0,15,3.0
3298300,98024,prior,5,1,16,15.0
1685509,98024,prior,6,3,15,9.0
980395,98024,prior,7,4,19,8.0
1721454,98024,prior,8,4,20,7.0
2874482,98024,prior,9,5,15,8.0
495027,98024,prior,10,0,13,2.0
757180,98024,prior,11,6,21,6.0
2512340,98024,prior,12,0,9,8.0
883774,98024,prior,13,2,19,9.0
2623578,98024,prior,14,0,19,12.0
462064,98024,test,15,1,20,8.0
1363727,98025,prior,1,2,9,
643145,98025,prior,2,2,10,30.0
1389322,98025,prior,3,2,10,14.0
402754,98025,prior,4,2,12,14.0
1037744,98025,train,5,1,15,20.0
167477,98026,prior,1,0,5,
1930319,98026,prior,2,0,15,7.0
2853906,98026,prior,3,0,8,30.0
1398173,98026,prior,4,0,0,21.0
3195116,98026,prior,5,5,18,26.0
2301408,98026,prior,6,0,17,9.0
1238148,98026,prior,7,6,0,13.0
60002,98026,prior,8,5,17,13.0
2282080,98026,prior,9,6,18,15.0
1687156,98026,prior,10,6,18,7.0
2461951,98026,prior,11,3,14,18.0
746680,98026,prior,12,6,8,17.0
1672572,98026,prior,13,4,10,5.0
39509,98026,prior,14,6,17,23.0
3181796,98026,prior,15,6,11,7.0
1930050,98026,prior,16,5,12,13.0
1252347,98026,prior,17,3,21,12.0
1727402,98026,prior,18,0,0,25.0
3245544,98026,prior,19,0,9,14.0
