order_id,product_id,add_to_cart_order,reordered
55,42736,1,1
55,8671,2,1
55,17872,3,0
55,5876,4,1
55,27966,5,0
55,13176,6,1
55,8251,7,1
55,24385,8,0
55,30391,9,0
55,8518,10,1
55,32734,11,0
55,11520,12,0
55,18234,13,0
55,32177,14,0
55,40709,15,1
55,45123,16,0
55,3464,17,0
55,41950,18,1
55,26940,19,0
55,6740,20,0
55,38315,21,0
55,25800,22,0
122,17794,1,0
122,18644,2,0
272,35752,1,1
272,2119,2,0
272,24279,3,0
272,3308,4,1
272,47772,5,0
272,1583,6,0
272,37886,7,0
272,33109,8,0
272,812,9,0
272,31377,10,1
272,17615,11,1
272,33184,12,0
272,34931,13,0
272,10897,14,0
272,19003,15,1
272,41729,16,0
272,4920,17,1
272,1022,18,1
272,36086,19,1
272,21288,20,1
488,45066,1,1
488,9036,2,1
488,5876,3,1
488,26209,4,1
488,43122,5,1
488,24838,6,1
488,41565,7,1
635,17948,1,0
635,43295,2,1
635,19677,3,1
635,35921,4,1
635,40054,5,1
635,2855,6,0
635,35510,7,1
635,33303,8,1
635,47621,9,0
942,45636,1,1
942,2677,2,1
942,35121,3,1
942,45603,4,1
942,8736,5,1
942,28613,6,1
1112,49235,1,1
1112,27966,2,1
1112,9076,3,1
1112,1319,4,0
1112,2238,5,0
1434,4163,1,1
1434,35221,2,1
1434,14947,3,1
1434,4605,4,1
1434,6343,5,1
1434,32293,6,1
1728,32455,1,0
1728,18023,2,0
1728,39275,3,0
1728,20776,4,0
2591,22692,1,1
2591,27548,2,1
2591,19437,3,1
2591,45815,4,1
2591,5072,5,1
2591,46584,6,1
2591,45835,7,0
2591,43875,8,1
2591,14211,9,1
2591,33845,10,0
2591,14065,11,0
2697,28862,1,1
2697,14573,2,0
2697,38293,3,0
2697,33231,4,1
2697,6631,5,1
2697,11361,6,0
2697,26425,7,0
2697,1776,8,0
2697,37033,9,0
2697,10107,10,0
2697,44987,11,0
2697,40338,12,0
2697,26830,13,0
2697,24852,14,0
2697,42736,15,0
2697,11039,16,0
2798,219,1,1
2798,34532,2,0
2798,45007,3,0
2798,28199,4,0
2798,17652,5,1
2798,19625,6,1
2798,21872,7,1
2798,13560,8,1
2798,27344,9,1
2798,8479,10,1
2798,4421,11,1
2798,4264,12,1
2798,27966,13,0
2886,10441,1,0
2886,19887,2,0
3293,31533,1,1
3293,46755,2,1
3293,42557,3,1
3293,10234,4,1
3293,6655,5,1
3293,2421,6,0
3293,27714,7,0
3293,6297,8,1
3293,21230,9,1
3293,6750,10,1
3293,26298,11,1
3407,32665,1,0
3407,26128,2,1
3407,8174,3,1
3407,5876,4,1
3407,30795,5,1
3407,47766,6,1
3522,13176,1,1
3522,17758,2,1
3522,13609,3,1
3522,39275,4,1
3522,47788,5,1
3522,47626,6,0
3522,41588,7,0
3522,8174,8,1
3522,22935,9,1
3522,41960,10,1
3522,36249,11,0
3522,34578,12,1
3522,3143,13,0
3762,8277,1,1
3762,161,2,0
3762,18918,3,0
3762,44780,4,1
3762,22935,5,0
3762,24659,6,0
3762,10978,7,0
3762,23765,8,1
3762,43891,9,0
3762,38562,10,0
3762,24390,11,0
3762,2154,12,0
3762,37392,13,0
3762,29209,14,0
3762,28767,15,0
4010,31717,1,0
4010,48031,2,1
4020,23985,1,1
4020,30827,2,1
4020,21292,3,1
4020,6615,4,1
4020,29223,5,1
4542,35951,1,0
4542,30630,2,0
4542,23430,3,0
4542,40377,4,0
4542,17956,5,0
4542,41953,6,0
4542,25872,7,1
4542,3807,8,0
4863,31651,1,1
4863,46149,2,1
5152,20812,1,1
5152,38400,2,1
5152,49172,3,1
5152,12657,4,1
5152,28379,5,1
5188,46812,1,0
5188,24852,2,1
5188,41787,3,0
5188,46906,4,0
5188,45570,5,1
5188,781,6,1
5188,10132,7,1
5188,22888,8,1
5188,47766,9,0
5188,43616,10,1
5188,27104,11,0
5188,23375,12,0
5188,16321,13,0
5188,27714,14,0
5878,19660,1,1
5878,29987,2,1
5878,34466,3,1
5878,8758,4,1
5878,44632,5,1
5878,18908,6,1
5878,14678,7,1
5878,26620,8,1
5878,18176,9,1
5878,13176,10,1
5878,35510,11,0
5878,4920,12,1
5878,16797,13,1
5878,6740,14,1
5878,21903,15,1
5878,33845,16,0
5902,16396,1,1
5902,28058,2,1
5902,18610,3,1
6545,33728,1,1
6545,32099,2,1
6545,26914,3,0
6545,49383,4,0
6545,27336,5,0
6545,33752,6,1
6545,47192,7,1
6545,27715,8,1
6545,46699,9,0
6545,28123,10,0
6545,10110,11,0
6545,34126,12,1
6959,25715,1,1
6959,38192,2,1
6959,14211,3,1
6959,47966,4,1
6959,41216,5,1
6959,45815,6,1
6959,25837,7,1
6959,31693,8,1
6959,21829,9,1
6959,27966,10,1
6959,37067,11,0
6959,5072,12,1
6959,33845,13,1
7260,36070,1,0
7260,47766,2,1
7260,9284,3,0
7260,22312,4,0
7260,30391,5,1
7260,31174,6,0
7260,24253,7,1
7260,691,8,1
7466,36639,1,1
7466,44413,2,1
7466,15391,3,0
7466,7163,4,1
7466,32502,5,1
7466,4635,6,0
7466,48364,7,1
7466,28601,8,0
7466,13802,9,0
7466,29867,10,0
7466,1160,11,0
7466,2903,12,0
7466,28553,13,1
7466,21077,14,0
7466,31846,15,1
7466,12322,16,1
7493,32352,1,1
7493,45123,2,1
7493,38689,3,1
7493,47209,4,1
7493,16589,5,1
7493,48647,6,1
7493,9172,7,1
7493,8277,8,1
7493,26940,9,1
7493,23029,10,1
7493,32689,11,1
7493,13176,12,1
7493,18594,13,1
7493,39928,14,1
7493,691,15,1
7493,17878,16,1
7493,1999,17,1
7493,34166,18,1
7493,7308,19,1
7493,20649,20,1
7493,20345,21,1
7493,8174,22,1
7493,19057,23,1
7493,22963,24,1
7499,22959,1,1
7499,9405,2,0
7499,2228,3,1
7499,7500,4,0
