order_id,product_id,add_to_cart_order,reordered
2,33120,1,1
2,28985,2,1
2,9327,3,0
2,45918,4,1
2,30035,5,0
2,17794,6,1
2,40141,7,1
2,1819,8,1
2,43668,9,0
35,28413,1,0
35,24532,2,0
35,14715,3,0
35,16974,4,0
35,37980,5,0
402,14870,1,1
402,17594,2,1
402,25013,3,1
575,44116,1,1
575,47766,2,1
575,33198,3,1
575,39041,4,1
575,29921,5,1
575,42625,6,1
575,24850,7,1
575,7615,8,1
575,32023,9,1
575,38395,10,1
575,26698,11,1
575,11568,12,1
575,1138,13,1
575,15937,14,1
575,10092,15,0
575,35970,16,0
575,48705,17,1
575,6177,18,0
575,20578,19,0
575,38044,20,1
575,38236,21,1
575,17328,22,1
575,36695,23,0
575,27796,24,0
575,13834,25,1
1076,6489,1,1
1792,8571,1,1
1792,3798,2,1
1792,39275,3,1
1792,33768,4,1
1792,9839,5,1
1792,907,6,1
2017,21903,1,1
2017,42265,2,1
2017,22035,3,1
2017,27992,4,1
2017,30391,5,1
2017,41950,6,1
2017,11845,7,1
2017,1463,8,1
2017,22113,9,1
2017,45948,10,1
2017,32781,11,1
2017,33000,12,1
2017,7503,13,1
2017,38777,14,1
2017,2050,15,0
2161,44580,1,1
2161,21362,2,0
2161,8432,3,1
2161,31372,4,0
2161,12845,5,0
2161,23815,6,0
2161,39408,7,1
2161,24852,8,1
2161,44570,9,1
2161,21410,10,1
2161,37063,11,0
2286,36472,1,1
2286,30558,2,1
2286,12427,3,0
2525,38013,1,1
2525,5450,2,1
2525,44169,3,1
2525,21508,4,1
2525,45007,5,1
2525,21183,6,1
2525,41950,7,1
2525,7212,8,1
2525,22935,9,1
2525,10121,10,1
2525,29432,11,1
2525,16521,12,0
2525,39275,13,0
2525,35898,14,0
2525,23517,15,0
2795,6740,1,1
2795,4920,2,1
3399,41400,1,0
3709,29938,1,1
3709,19348,2,1
3709,7901,3,1
3709,23037,4,1
3709,34492,5,1
3709,23580,6,1
3798,26656,1,0
3798,47985,2,1
4117,39512,1,1
4117,47345,2,0
4117,11796,3,0
4117,47626,4,1
4117,27428,5,1
4117,29269,6,1
4117,30638,7,0
4117,17008,8,1
4117,28600,9,1
4117,38028,10,1
4117,4605,11,1
4117,184,12,1
4117,19600,13,0
4117,21602,14,0
4117,31327,15,0
4117,28862,16,0
4117,15290,17,1
4117,25546,18,1
4117,20114,19,1
4117,47766,20,0
4117,15359,21,0
4117,40017,22,1
4117,20654,23,1
4479,2002,1,1
4479,45603,2,1
4479,38374,3,1
4479,12357,4,1
4479,16965,5,1
4479,3952,6,0
4479,16797,7,1
4479,3843,8,1
4497,1402,1,1
4497,19660,2,1
4497,35951,3,1
4497,10644,4,1
4497,49518,5,1
4497,46393,6,0
4497,45613,7,0
4735,13176,1,0
4735,20940,2,0
4735,21903,3,0
4735,37919,4,0
4735,21195,5,0
4735,40467,6,0
4735,49463,7,0
5241,47601,1,1
5804,21137,1,1
5804,8728,2,1
5804,33401,3,1
5804,21077,4,1
5804,25659,5,0
5804,13924,6,0
5804,8518,7,0
5804,34358,8,1
5804,31553,9,0
5804,20114,10,0
5804,8955,11,0
5804,17704,12,0
5804,26209,13,1
5968,25466,1,1
5968,2966,2,1
5968,35939,3,0
5968,10655,4,0
5968,34335,5,0
5968,46667,6,1
5968,24964,7,1
5968,5876,8,0
6476,5250,1,0
6476,26629,2,1
6476,44632,3,1
6476,34466,4,1
6476,33716,5,1
6476,5646,6,1
6599,35504,1,1
6599,9583,2,1
6599,34622,3,1
6599,34244,4,1
6599,46616,5,1
6599,10863,6,1
6599,14084,7,1
6599,29126,8,1
6867,27104,1,1
6867,5025,2,1
6867,19348,3,1
6867,28849,4,1
6867,8518,5,0
6867,28289,6,1
6867,28699,7,0
6867,27596,8,0
6867,39993,9,1
6867,21903,10,1
6867,16797,11,1
6867,26604,12,0
6867,9825,13,1
6867,28745,14,0
6867,27521,15,0
6867,24852,16,1
6867,5600,17,1
7060,13176,1,0
7060,45603,2,0
7060,37646,3,0
7060,21903,4,0
7060,1999,5,0
7060,21417,6,0
7060,47209,7,0
7060,41950,8,0
7060,36389,9,0
7060,28985,10,0
7060,34824,11,0
7060,10749,12,0
7060,1244,13,0
7060,24838,14,0
7060,27156,15,0
7060,42617,16,0
7060,34243,17,0
7060,48679,18,0
7060,8667,19,0
7423,30353,1,1
7423,36316,2,1
7423,37833,3,0
7423,26372,4,1
7432,48812,1,1
7482,37355,1,0
7482,795,2,0
7482,24852,3,0
7920,37357,1,0
7920,36036,2,1
7920,1057,3,0
7920,46988,4,0
8220,16349,1,1
8220,17794,2,1
8220,22260,3,1
8220,5876,4,1
8220,18434,5,1
8220,49248,6,1
8220,22935,7,1
8220,14678,8,1
8220,45535,9,1
8220,7948,10,1
8220,46206,11,1
8220,2210,12,1
8220,21903,13,1
8273,41400,1,1
8302,43739,1,1
8302,2457,2,1
8302,10473,3,1
8302,43721,4,1
8302,1940,5,1
8312,12703,1,1
9171,43692,1,1
9171,12341,2,0
9171,13032,3,0
9171,14715,4,0
9171,16797,5,0
9171,40199,6,1
9196,22035,1,1
9196,47766,2,0
9196,21137,3,0
9196,17652,4,0
9196,30169,5,1
9196,26298,6,0
9196,12557,7,0
9196,26367,8,0
9196,21927,9,0
9196,34358,10,0
9196,46667,11,0
9848,45007,1,1
9848,13176,2,1
10092,32611,1,1
10092,15008,2,1
10092,16241,3,1
10092,15400,4,1
10092,13176,5,0
10092,20993,6,0
10092,14947,7,0
10092,15532,8,1
10092,6833,9,0
10092,49517,10,0
10358,30489,1,1
10358,28226,2,1
10358,27845,3,1
10358,48175,4,1
10358,12471,5,0
10358,22677,6,1
10358,30720,7,0
