order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3413298,202001,prior,1,2,9,
347737,202001,prior,2,0,20,5.0
2228143,202001,prior,3,5,17,5.0
3356892,202001,prior,4,1,7,3.0
62910,202001,prior,5,6,19,5.0
435742,202001,prior,6,0,16,1.0
2409549,202001,prior,7,1,9,1.0
2529657,202001,prior,8,4,18,10.0
2674576,202001,prior,9,5,9,1.0
2373215,202001,prior,10,5,16,0.0
2463224,202001,prior,11,0,11,2.0
1462034,202001,prior,12,1,11,8.0
635411,202001,prior,13,2,12,8.0
3076716,202001,prior,14,5,14,10.0
1460770,202001,prior,15,6,20,8.0
1229584,202001,prior,16,1,13,2.0
1352825,202001,prior,17,6,17,5.0
715767,202001,prior,18,5,15,13.0
2941532,202001,prior,19,1,10,3.0
2333368,202001,prior,20,6,8,26.0
3378723,202001,prior,21,6,13,7.0
1165175,202001,prior,22,5,19,6.0
2347519,202001,prior,23,4,14,30.0
515334,202001,prior,24,3,16,20.0
1107215,202001,prior,25,4,13,8.0
1976001,202001,prior,26,4,22,0.0
860149,202001,prior,27,6,16,2.0
3001324,202001,prior,28,3,16,4.0
778098,202001,prior,29,1,10,26.0
371082,202001,prior,30,3,10,2.0
1063223,202001,prior,31,1,15,12.0
2291565,202001,prior,32,5,10,25.0
151839,202001,prior,33,1,9,24.0
3240725,202001,prior,34,2,9,8.0
671185,202001,prior,35,2,13,0.0
958257,202001,prior,36,6,10,4.0
1254291,202001,prior,37,1,6,9.0
1537461,202001,prior,38,1,14,7.0
3370565,202001,prior,39,3,8,2.0
2232922,202001,prior,40,1,7,5.0
1901329,202001,prior,41,3,8,2.0
190772,202001,prior,42,4,13,1.0
3186384,202001,prior,43,2,17,5.0
1331314,202001,prior,44,3,18,1.0
1772496,202001,prior,45,1,7,5.0
1184098,202001,prior,46,1,9,7.0
3248409,202001,prior,47,4,10,3.0
1428010,202001,prior,48,2,9,5.0
1920938,202001,prior,49,3,18,8.0
1999208,202001,test,50,3,12,7.0
1762666,202002,prior,1,6,10,
824012,202002,prior,2,0,9,15.0
916388,202002,prior,3,1,10,8.0
1312843,202002,prior,4,2,13,8.0
2584649,202002,prior,5,0,11,5.0
2427068,202002,prior,6,6,17,6.0
1992713,202002,prior,7,3,15,4.0
2315117,202002,prior,8,0,13,4.0
2945496,202002,prior,9,3,13,3.0
2280091,202002,prior,10,0,11,11.0
1795059,202002,prior,11,3,19,3.0
2727164,202002,prior,12,1,12,5.0
252141,202002,prior,13,1,10,7.0
1554238,202002,prior,14,0,11,6.0
1765079,202002,prior,15,0,16,7.0
2419461,202002,prior,16,0,11,7.0
41945,202002,prior,17,0,15,7.0
2233546,202002,prior,18,1,7,8.0
46882,202002,prior,19,6,18,5.0
2667658,202002,prior,20,0,8,8.0
17859,202002,prior,21,2,8,9.0
755221,202002,prior,22,6,21,4.0
1581159,202002,prior,23,2,14,10.0
2982069,202002,prior,24,0,12,12.0
1899230,202002,prior,25,0,9,7.0
1644468,202002,prior,26,0,10,7.0
2562976,202002,prior,27,0,10,7.0
726470,202002,prior,28,6,23,6.0
3038249,202002,prior,29,0,10,8.0
1961901,202002,prior,30,6,20,6.0
843752,202002,prior,31,6,19,7.0
79100,202002,prior,32,0,9,8.0
3242018,202002,prior,33,6,10,6.0
1485787,202002,test,34,6,8,7.0
30334,202003,prior,1,3,16,
824453,202003,prior,2,3,19,7.0
1402749,202003,prior,3,1,21,5.0
850559,202003,prior,4,6,21,5.0
3349189,202003,prior,5,2,14,3.0
702947,202003,prior,6,6,15,4.0
1145762,202003,prior,7,0,20,1.0
1532264,202003,prior,8,2,7,2.0
3024035,202003,prior,9,1,18,6.0
3308131,202003,prior,10,6,22,5.0
171319,202003,prior,11,2,21,3.0
2987937,202003,prior,12,3,10,8.0
847036,202003,prior,13,6,20,3.0
1217553,202003,prior,14,3,15,4.0
2534167,202003,prior,15,1,21,5.0
2358541,202003,prior,16,0,10,6.0
2950471,202003,prior,17,3,13,3.0
2191329,202003,prior,18,4,9,8.0
267022,202003,prior,19,6,21,2.0
1349724,202003,prior,20,3,18,4.0
2984064,202003,prior,21,0,19,4.0
609005,202003,prior,22,2,23,2.0
3262842,202003,prior,23,6,15,4.0
2956657,202003,prior,24,2,17,3.0
1150867,202003,prior,25,0,13,5.0
1743745,202003,prior,26,0,14,7.0
392273,202003,prior,27,2,16,16.0
1992258,202003,prior,28,4,21,2.0
1336472,202003,prior,29,2,23,5.0
2302312,202003,prior,30,6,22,4.0
41318,202003,prior,31,0,11,8.0
2364429,202003,prior,32,6,20,6.0
961487,202003,prior,33,3,20,4.0
1882315,202003,prior,34,0,14,4.0
1189911,202003,prior,35,2,10,2.0
874737,202003,prior,36,0,8,5.0
3012478,202003,prior,37,5,13,5.0
489109,202003,prior,38,1,22,3.0
2530634,202003,prior,39,6,22,5.0
979216,202003,prior,40,6,22,7.0
3363081,202003,prior,41,0,22,8.0
2034878,202003,prior,42,1,22,1.0
1798670,202003,prior,43,4,17,10.0
1516390,202003,prior,44,5,22,8.0
2162515,202003,prior,45,4,16,6.0
2795439,202003,prior,46,3,19,20.0
2855809,202003,prior,47,5,7,9.0
2630628,202003,prior,48,2,21,4.0
136831,202003,prior,49,6,8,11.0
2801917,202003,prior,50,4,21,5.0
2349722,202003,prior,51,0,16,3.0
1910596,202003,prior,52,5,21,12.0
1928968,202003,prior,53,4,19,6.0
760342,202003,prior,54,6,16,2.0
1455814,202003,prior,55,2,13,10.0
1386435,202003,prior,56,6,13,4.0
2038639,202003,prior,57,6,21,7.0
1065432,202003,prior,58,3,11,4.0
1335210,202003,prior,59,5,7,2.0
948606,202003,prior,60,5,15,0.0
2614590,202003,prior,61,2,8,4.0
3310416,202003,prior,62,2,14,14.0
1317702,202003,prior,63,3,16,1.0
3377895,202003,prior,64,5,12,2.0
653162,202003,prior,65,3,19,5.0
1720947,202003,prior,66,6,14,3.0
1350583,202003,prior,67,6,23,0.0
2873088,202003,prior,68,2,21,3.0
2579394,202003,prior,69,5,21,3.0
521744,202003,prior,70,3,8,5.0
2616024,202003,train,71,5,13,2.0
2889043,202004,prior,1,3,13,
271208,202004,prior,2,5,13,9.0
2287931,202004,prior,3,1,10,3.0
3281806,202004,prior,4,2,18,30.0
2787375,202004,prior,5,5,18,30.0
2031638,202004,prior,6,6,16,15.0
1739366,202004,prior,7,5,15,30.0
23848,202004,train,8,4,19,6.0
1261093,202005,prior,1,2,14,
2956653,202005,prior,2,2,15,30.0
1878183,202005,prior,3,3,18,30.0
925825,202005,train,4,5,16,30.0
559515,202006,prior,1,2,10,
163951,202006,prior,2,4,11,30.0
2395954,202006,prior,3,4,13,14.0
860574,202006,prior,4,5,9,22.0
2308972,202006,prior,5,1,21,17.0
245725,202006,prior,6,1,11,7.0
547247,202006,test,7,0,11,13.0
282592,202007,prior,1,5,15,
1924799,202007,prior,2,2,6,25.0
1167194,202007,prior,3,4,9,30.0
34277,202007,prior,4,2,13,30.0
1942127,202007,prior,5,1,14,6.0
2878716,202007,prior,6,5,15,4.0
667728,202007,prior,7,0,20,2.0
1391763,202007,prior,8,4,16,11.0
1343331,202007,prior,9,2,14,5.0
3043407,202007,prior,10,6,23,11.0
3102802,202007,prior,11,5,23,6.0
2331704,202007,prior,12,2,18,4.0
271639,202007,prior,13,6,10,4.0
2519787,202007,test,14,4,22,19.0
1524127,202008,prior,1,6,18,
599053,202008,prior,2,3,11,11.0
70402,202008,prior,3,1,17,12.0
1333803,202008,prior,4,0,15,13.0
359299,202008,prior,5,5,12,5.0
3045263,202008,prior,6,2,18,30.0
2084351,202008,prior,7,6,13,30.0
1940474,202008,prior,8,0,20,30.0
3200191,202008,prior,9,4,16,25.0
1971039,202008,train,10,6,21,30.0
1763275,202009,prior,1,4,22,
1499725,202009,prior,2,6,19,23.0
2221563,202009,prior,3,3,19,11.0
1936359,202009,test,4,5,9,16.0
1060279,202010,prior,1,1,15,
973493,202010,prior,2,2,10,8.0
2534617,202010,prior,3,4,15,23.0
2208495,202010,prior,4,0,22,30.0
2808195,202010,prior,5,1,16,29.0
1801612,202010,prior,6,6,17,12.0
1192385,202010,prior,7,1,23,9.0
1657113,202010,prior,8,6,15,19.0
2232789,202010,prior,9,1,17,16.0
1237351,202010,prior,10,2,14,22.0
952384,202010,prior,11,5,17,3.0
1329804,202010,prior,12,0,9,9.0
1844402,202010,prior,13,5,18,5.0
3176428,202010,prior,14,5,9,28.0
1529859,202010,test,15,5,16,30.0
1212121,202011,prior,1,5,9,
1246741,202011,prior,2,2,20,30.0
564967,202011,prior,3,6,13,18.0
2254140,202011,prior,4,0,10,8.0
347643,202011,prior,5,0,16,30.0
668353,202011,prior,6,0,18,7.0
1509809,202011,prior,7,0,10,28.0
3385479,202011,prior,8,6,11,13.0
380190,202011,prior,9,0,13,30.0
2663012,202011,prior,10,5,14,12.0
1765354,202011,prior,11,0,8,9.0
1314137,202011,prior,12,4,12,4.0
2977243,202011,prior,13,1,12,11.0
1283584,202011,prior,14,0,21,6.0
2768209,202011,prior,15,2,18,9.0
657327,202011,prior,16,2,18,7.0
3207146,202011,prior,17,0,15,30.0
383049,202011,prior,18,1,12,8.0
1403796,202011,prior,19,6,18,19.0
691923,202011,prior,20,1,22,23.0
1701374,202011,prior,21,6,14,12.0
3329508,202011,prior,22,6,20,7.0
424435,202011,prior,23,2,23,10.0
1027635,202011,prior,24,1,11,6.0
1642879,202011,train,25,0,11,6.0
3159084,202012,prior,1,0,16,
1422256,202012,prior,2,3,14,3.0
673841,202012,prior,3,4,18,30.0
3374859,202012,train,4,2,11,30.0
428604,202013,prior,1,6,8,
3065310,202013,prior,2,6,6,14.0
1749047,202013,prior,3,3,14,11.0
2954989,202013,prior,4,0,11,11.0
2097490,202013,prior,5,4,6,4.0
2365770,202013,prior,6,2,6,19.0
3343392,202013,prior,7,3,3,8.0
1559128,202013,prior,8,6,6,30.0
1031605,202013,prior,9,6,10,30.0
2010520,202013,prior,10,5,7,30.0
3176527,202013,prior,11,1,14,3.0
2163761,202013,prior,12,0,7,30.0
210575,202013,train,13,4,15,4.0
1536631,202014,prior,1,3,11,
1977773,202014,prior,2,3,15,0.0
481632,202014,prior,3,3,17,14.0
2858589,202014,prior,4,4,14,1.0
1688669,202014,prior,5,3,11,30.0
1137802,202014,prior,6,4,11,1.0
127093,202014,prior,7,0,10,30.0
39943,202014,prior,8,1,13,1.0
1905495,202014,prior,9,2,12,1.0
3282150,202014,prior,10,3,12,1.0
1745484,202014,prior,11,4,13,1.0
1196798,202014,prior,12,0,20,3.0
761482,202014,prior,13,1,9,1.0
716021,202014,prior,14,4,6,3.0
826496,202014,prior,15,1,1,4.0
2826920,202014,prior,16,1,19,0.0
3241686,202014,prior,17,2,12,1.0
264498,202014,prior,18,3,17,1.0
751408,202014,prior,19,4,12,1.0
3175976,202014,prior,20,5,13,1.0
1096727,202014,prior,21,3,16,5.0
429570,202014,prior,22,2,16,6.0
3225741,202014,prior,23,3,18,1.0
1093310,202014,prior,24,2,17,13.0
2064537,202014,prior,25,3,7,1.0
83414,202014,prior,26,5,0,2.0
2332690,202014,prior,27,4,17,30.0
2819268,202014,prior,28,1,14,4.0
297979,202014,prior,29,6,15,12.0
569952,202014,test,30,1,14,16.0
3416710,202015,prior,1,4,18,
203087,202015,prior,2,1,14,30.0
2919945,202015,prior,3,1,11,14.0
406796,202015,prior,4,5,7,11.0
343939,202015,prior,5,2,11,4.0
3226436,202015,prior,6,6,15,25.0
1676678,202015,prior,7,3,7,30.0
106564,202015,prior,8,1,11,30.0
342075,202015,train,9,4,15,30.0
227434,202016,prior,1,4,1,
2928583,202016,prior,2,5,16,15.0
2957983,202016,prior,3,3,17,5.0
1406474,202016,prior,4,6,17,10.0
1071625,202016,prior,5,1,10,30.0
1201194,202016,prior,6,0,16,6.0
1582192,202016,prior,7,0,17,7.0
1291614,202016,prior,8,2,9,9.0
964791,202016,train,9,5,17,10.0
868805,202017,prior,1,6,9,
3345908,202017,prior,2,1,18,9.0
1492862,202017,prior,3,2,19,8.0
2631444,202017,prior,4,1,8,13.0
1550044,202017,prior,5,6,17,5.0
1344616,202017,prior,6,2,13,10.0
1577204,202017,prior,7,0,9,5.0
676759,202017,prior,8,5,13,5.0
2176881,202017,prior,9,3,7,5.0
876833,202017,prior,10,2,9,13.0
523075,202017,prior,11,0,11,30.0
120527,202017,prior,12,5,16,5.0
1772906,202017,prior,13,1,18,30.0
448657,202017,prior,14,0,14,27.0
2941132,202017,prior,15,6,13,30.0
2730000,202017,prior,16,6,11,7.0
1243084,202017,prior,17,0,15,30.0
2440179,202017,prior,18,0,18,7.0
2162078,202017,prior,19,5,13,12.0
2656527,202017,train,20,4,20,6.0
3411123,202018,prior,1,2,11,
304849,202018,prior,2,1,10,6.0
45942,202018,prior,3,1,10,7.0
3097737,202018,prior,4,0,17,6.0
2355979,202018,prior,5,1,9,8.0
