order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3149602,168001,prior,1,0,12,
2137306,168001,prior,2,2,14,9.0
2984863,168001,prior,3,0,18,5.0
256906,168001,prior,4,1,17,22.0
1455099,168001,prior,5,0,12,6.0
1029303,168001,prior,6,0,18,30.0
1286649,168001,prior,7,4,18,30.0
1627273,168001,prior,8,0,16,10.0
1363706,168001,test,9,6,13,30.0
2605368,168002,prior,1,6,15,
206460,168002,prior,2,0,9,8.0
1835277,168002,prior,3,6,11,6.0
2012753,168002,prior,4,0,13,8.0
2702538,168002,prior,5,6,16,6.0
940585,168002,prior,6,1,10,16.0
1590647,168002,prior,7,0,12,6.0
1742145,168002,prior,8,6,14,6.0
3180781,168002,prior,9,6,14,7.0
601358,168002,prior,10,6,22,7.0
3188764,168002,prior,11,0,9,8.0
3014738,168002,prior,12,0,15,7.0
1507080,168002,prior,13,1,14,8.0
3404390,168002,prior,14,0,8,6.0
582418,168002,prior,15,0,17,7.0
1417722,168002,prior,16,6,16,6.0
1566041,168002,prior,17,5,15,6.0
2414985,168002,prior,18,5,18,7.0
591373,168002,prior,19,0,13,9.0
2854059,168002,prior,20,1,8,8.0
2039258,168002,prior,21,5,15,4.0
1916706,168002,prior,22,0,17,9.0
1083989,168002,prior,23,2,12,2.0
1972560,168002,train,24,6,10,4.0
2444681,168003,prior,1,0,11,
310925,168003,prior,2,0,12,21.0
3372798,168003,prior,3,0,11,14.0
1381346,168003,prior,4,6,14,20.0
397337,168003,prior,5,6,11,14.0
3159463,168003,prior,6,0,11,30.0
502133,168003,prior,7,2,9,2.0
1414046,168003,prior,8,6,15,11.0
987336,168003,prior,9,6,16,7.0
1662895,168003,prior,10,3,10,11.0
1020762,168003,prior,11,4,10,8.0
10163,168003,prior,12,0,14,30.0
3157159,168003,train,13,1,10,8.0
3000218,168004,prior,1,4,13,
806626,168004,prior,2,4,16,30.0
2364929,168004,prior,3,3,12,30.0
750071,168004,prior,4,0,14,11.0
2614628,168004,prior,5,2,13,2.0
252328,168004,prior,6,4,13,9.0
57874,168004,prior,7,0,10,24.0
