order_id,product_id,add_to_cart_order,reordered
168,27344,1,0
168,41836,2,0
168,20580,3,1
168,18366,4,1
168,19736,5,1
168,38145,6,1
858,16797,1,0
858,32850,2,0
858,27104,3,0
858,7021,4,0
858,43858,5,0
858,32611,6,0
858,18891,7,0
858,25230,8,0
972,17484,1,1
972,14643,2,1
972,43858,3,1
1217,21263,1,0
1217,38226,2,0
1584,25936,1,1
1584,42265,2,1
1584,11440,3,1
1584,21903,4,1
1584,22035,5,0
1584,4605,6,0
1584,27344,7,1
1584,9825,8,1
1584,42450,9,1
1584,38274,10,1
1584,15290,11,1
1584,24852,12,1
1584,26209,13,1
1584,18531,14,1
1584,25890,15,1
1584,33000,16,1
1584,34358,17,1
1584,42828,18,1
1624,42828,1,1
1624,20738,2,1
1624,36735,3,1
1624,651,4,1
1624,7948,5,1
1676,15269,1,1
1676,27429,2,1
1676,41276,3,1
1676,13944,4,1
1676,630,5,1
1676,25443,6,1
1676,17508,7,1
1676,34217,8,1
1725,45004,1,0
2196,35951,1,1
2196,4476,2,1
2196,23836,3,1
2196,34584,4,1
2196,32486,5,1
2196,31640,6,0
2299,12738,1,1
2299,8920,2,1
2299,29878,3,1
2299,35096,4,1
2299,34789,5,0
2299,17064,6,0
2299,47141,7,1
2299,19213,8,1
2299,45149,9,1
2299,46720,10,0
2343,41625,1,0
2568,27470,1,0
2568,15860,2,1
2568,14901,3,1
2568,31915,4,0
2568,35042,5,1
2568,41463,6,1
2568,46947,7,1
2568,47216,8,0
2568,34427,9,0
2568,23400,10,1
2568,38159,11,1
2568,44640,12,1
2568,38278,13,1
2745,22935,1,0
2745,37197,2,0
2745,27966,3,0
2745,39877,4,0
2745,13176,5,1
2745,24489,6,0
2745,30489,7,0
2745,31040,8,0
2745,2295,9,0
2745,47526,10,0
2745,47209,11,1
2745,20608,12,0
2745,34262,13,0
2745,32347,14,1
2837,47209,1,1
2837,18465,2,1
2837,23537,3,1
2837,32227,4,1
2837,22935,5,1
2837,10814,6,1
2837,26209,7,1
2837,22035,8,1
2837,10644,9,1
2837,42701,10,1
2837,7715,11,1
2837,10248,12,1
2837,48857,13,1
2837,42736,14,1
2837,40571,15,1
2837,26047,16,1
2837,34969,17,1
2837,17044,18,1
2837,5785,19,1
2837,49235,20,1
2837,28613,21,1
2837,26738,22,1
2837,30117,23,1
2837,6104,24,1
2837,18531,25,1
2837,44912,26,0
3030,13061,1,1
3030,38000,2,1
3030,31045,3,1
3433,34126,1,0
3433,11933,2,0
3433,18370,3,0
3433,38689,4,1
3433,25466,5,0
3760,21137,1,0
3760,13176,2,0
3760,27845,3,0
3760,38689,4,0
3760,17461,5,0
3760,49235,6,0
3760,16168,7,0
3760,38453,8,0
3760,42244,9,0
3760,49683,10,0
3760,39693,11,0
3760,10889,12,0
3760,11440,13,0
3760,39558,14,0
3760,38159,15,0
3760,39275,16,0
3760,45633,17,0
3760,24654,18,0
3760,25718,19,0
3760,27392,20,0
3760,32703,21,0
3760,47209,22,0
3760,42768,23,0
3760,24838,24,0
3760,31805,25,0
3760,32717,26,0
3760,45007,27,0
3760,26283,28,0
3760,34458,29,0
3760,25588,30,0
3760,35166,31,0
4248,9076,1,1
4248,24129,2,1
4248,32327,3,1
4248,1819,4,0
4248,26705,5,1
4248,30316,6,1
4248,15460,7,1
4516,24390,1,0
4516,37107,2,0
4516,10246,3,0
4516,2295,4,0
4516,47766,5,0
4516,24964,6,1
4516,40604,7,1
4516,44142,8,1
4516,34126,9,1
4516,28842,10,1
4518,38689,1,0
4518,35163,2,0
4518,37464,3,0
4518,40469,4,1
4518,44948,5,0
4518,24184,6,0
4518,49175,7,0
4636,25133,1,1
4636,29447,2,1
4636,13838,3,1
4636,22935,4,1
4636,35072,5,1
4636,13176,6,1
4639,48287,1,1
4639,27845,2,1
4639,44669,3,1
4639,47804,4,0
4639,8834,5,1
4639,47610,6,1
4639,9186,7,0
4639,35467,8,1
4648,5002,1,0
4648,45504,2,1
4648,25466,3,0
4648,5428,4,1
4648,3464,5,0
4648,42265,6,1
4780,30620,1,0
4780,26209,2,1
4780,16797,3,0
4780,39475,4,0
4780,34993,5,0
4780,43713,6,0
4780,5621,7,0
4780,48745,8,0
4780,41220,9,0
4780,49174,10,0
4826,11422,1,1
4826,853,2,0
4826,11512,3,1
4826,31215,4,0
4826,19734,5,0
4826,33122,6,0
4826,29646,7,0
4826,46372,8,0
4826,38200,9,0
4826,29615,10,1
4826,22915,11,0
4826,32429,12,1
4826,1940,13,1
4826,21137,14,0
4826,24561,15,1
4826,7647,16,1
