order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
772895,29001,prior,1,0,19,
3323077,29001,prior,2,6,12,20.0
299475,29001,prior,3,0,17,8.0
192359,29001,prior,4,6,17,13.0
2928061,29001,prior,5,1,17,16.0
3091591,29001,prior,6,0,17,6.0
748732,29001,prior,7,6,9,30.0
2849615,29001,prior,8,6,10,14.0
609312,29001,prior,9,0,15,30.0
3040149,29001,test,10,6,12,30.0
1860473,29002,prior,1,5,19,
1199578,29002,prior,2,2,14,11.0
1949988,29002,prior,3,4,16,23.0
874357,29002,prior,4,2,9,19.0
2847012,29002,prior,5,2,18,21.0
2607854,29002,prior,6,4,9,16.0
1522855,29002,prior,7,3,16,6.0
2091843,29002,prior,8,0,16,18.0
2375087,29002,prior,9,4,20,11.0
2125165,29002,prior,10,2,12,5.0
2093337,29002,prior,11,0,14,30.0
3105061,29002,prior,12,4,16,4.0
615982,29002,prior,13,6,13,9.0
3417831,29002,prior,14,5,20,13.0
169184,29002,prior,15,1,14,3.0
1375239,29002,prior,16,3,15,9.0
2716370,29002,prior,17,2,15,27.0
2891971,29002,prior,18,4,18,2.0
633105,29002,prior,19,6,13,2.0
2106528,29002,prior,20,0,13,8.0
2777817,29002,prior,21,3,12,17.0
689002,29002,prior,22,3,18,7.0
2181401,29002,prior,23,2,11,6.0
2208605,29002,prior,24,2,15,0.0
391825,29002,prior,25,6,14,4.0
1645903,29002,prior,26,4,21,5.0
2045558,29002,prior,27,6,12,9.0
2300414,29002,prior,28,6,14,0.0
1143343,29002,prior,29,3,11,11.0
2351234,29002,prior,30,1,16,5.0
2073865,29002,prior,31,4,16,10.0
2924974,29002,prior,32,4,21,7.0
1560229,29002,train,33,3,16,6.0
2511222,29003,prior,1,5,17,
1257474,29003,prior,2,6,12,29.0
761770,29003,prior,3,2,9,17.0
2579468,29003,prior,4,1,11,30.0
288783,29003,prior,5,6,10,30.0
1130409,29003,prior,6,6,12,21.0
2871835,29003,prior,7,4,10,12.0
2024709,29003,prior,8,5,16,8.0
1731070,29003,prior,9,5,19,30.0
791537,29003,train,10,1,10,17.0
736284,29004,prior,1,4,9,
1438558,29004,prior,2,1,21,11.0
2201006,29004,prior,3,1,14,7.0
2395946,29004,prior,4,6,15,19.0
2984059,29004,train,5,5,19,13.0
2458934,29005,prior,1,5,8,
1637439,29005,prior,2,6,7,15.0
1123496,29005,prior,3,5,8,13.0
1029252,29005,test,4,5,11,7.0
1446478,29006,prior,1,6,14,
2320584,29006,prior,2,5,17,20.0
2011058,29006,prior,3,4,22,30.0
2475303,29006,train,4,5,21,30.0
794685,29007,prior,1,2,13,
2718112,29007,prior,2,0,19,19.0
2620105,29007,prior,3,0,19,7.0
1852401,29007,prior,4,2,7,16.0
1782267,29007,prior,5,1,10,6.0
753531,29007,train,6,2,15,15.0
2534508,29008,prior,1,6,8,
503053,29008,prior,2,3,9,30.0
2690437,29008,prior,3,3,11,0.0
2017314,29008,test,4,1,14,30.0
689762,29009,prior,1,3,14,
2341566,29009,prior,2,1,22,5.0
3279266,29009,prior,3,3,16,2.0
2853312,29009,prior,4,1,11,30.0
920867,29009,prior,5,3,10,2.0
1314176,29009,train,6,6,18,30.0
964212,29010,prior,1,4,12,
1550548,29010,prior,2,5,18,30.0
